agent,step,fitness,state,truth,constraint,correction,coherence,survivability
antifragile_transformer,93,0.997312,0.786863,0.879349,0.875166,0.887715,0.822507,0.91537
antifragile_transformer,94,0.993033,0.781286,0.871992,0.86789,0.880197,0.816244,0.909192
antifragile_transformer,95,0.983041,0.770105,0.859065,0.855042,0.867112,0.80439,0.897391
antifragile_transformer,96,0.997007,0.783096,0.870344,0.866398,0.878235,0.816721,0.909708
antifragile_transformer,97,1.0,0.790171,0.875739,0.871869,0.883479,0.823149,0.914359
antifragile_transformer,98,0.998032,0.786843,0.870764,0.866968,0.878354,0.819186,0.910529
antifragile_transformer,99,1.0,0.80836,0.890666,0.886943,0.89811,0.84008,0.924246
antifragile_transformer,100,1.0,0.806761,0.887482,0.883832,0.894784,0.837871,0.922268
antifragile_transformer,101,1.0,0.810867,0.890034,0.886453,0.897195,0.841377,0.924014
antifragile_transformer,102,1.0,0.817734,0.895378,0.891866,0.902401,0.847658,0.927575
antifragile_transformer,103,0.997964,0.813807,0.889956,0.886512,0.896843,0.843154,0.923423
antifragile_transformer,104,1.0,0.823045,0.897728,0.89435,0.904483,0.851827,0.929271
antifragile_transformer,105,0.998999,0.82005,0.893295,0.889982,0.89992,0.848278,0.926121
antifragile_transformer,106,0.999459,0.818574,0.890409,0.88716,0.896907,0.846259,0.924486
antifragile_transformer,107,1.0,0.838418,0.908871,0.905684,0.915243,0.86557,0.936754
antifragile_transformer,108,0.992913,0.829042,0.898138,0.895013,0.904388,0.855671,0.927375
antifragile_transformer,109,0.96936,0.803379,0.871145,0.86808,0.877275,0.829496,0.901662
antifragile_transformer,110,0.994091,0.826496,0.892957,0.889951,0.898969,0.85211,0.92457
antifragile_transformer,111,1.0,0.860427,0.925609,0.922662,0.931505,0.885548,0.947935
antifragile_transformer,112,1.0,0.858251,0.922178,0.919287,0.927961,0.882888,0.945776
antifragile_transformer,113,0.982158,0.837738,0.900434,0.897599,0.906105,0.861901,0.925468
antifragile_transformer,114,0.983832,0.837135,0.898625,0.895844,0.904187,0.860833,0.924946
antifragile_transformer,115,0.985797,0.836836,0.897142,0.894414,0.902597,0.860078,0.924738
antifragile_transformer,116,0.988918,0.837698,0.896843,0.894168,0.902193,0.860492,0.925702
antifragile_transformer,117,0.980958,0.827461,0.885468,0.882845,0.890715,0.849817,0.915587
antifragile_transformer,118,0.993312,0.837737,0.894627,0.892055,0.899773,0.859663,0.925928
antifragile_transformer,119,1.0,0.847155,0.90295,0.900427,0.907997,0.868658,0.933741
antifragile_transformer,120,0.987467,0.832164,0.886885,0.88441,0.891835,0.853254,0.918973
antifragile_transformer,121,1.0,0.843786,0.897453,0.895026,0.902307,0.864469,0.930289
antifragile_transformer,122,1.0,0.871425,0.924059,0.921679,0.92882,0.89171,0.947642
antifragile_transformer,123,1.0,0.875964,0.927585,0.92525,0.932254,0.895858,0.949991
antifragile_transformer,124,1.0,0.874303,0.924931,0.922641,0.92951,0.893815,0.948322
antifragile_transformer,125,1.0,0.875019,0.924672,0.922426,0.929163,0.894155,0.94821
antifragile_transformer,126,1.0,0.884808,0.933505,0.931303,0.93791,0.903576,0.954006
antifragile_transformer,127,0.984632,0.866257,0.914017,0.911857,0.918337,0.884664,0.936013
antifragile_transformer,128,0.992005,0.870805,0.917645,0.915526,0.921882,0.888857,0.941004
antifragile_transformer,129,0.992719,0.868606,0.914545,0.912467,0.9187,0.886311,0.93929
antifragile_transformer,130,1.0,0.64616,0.866867,0.856885,0.88683,0.73122,0.900897
antifragile_transformer,131,1.0,0.650882,0.86734,0.85755,0.886919,0.734304,0.901446
antifragile_transformer,132,1.0,0.677617,0.889908,0.880307,0.90911,0.759433,0.916353
antifragile_transformer,133,0.992155,0.670578,0.878782,0.869366,0.897615,0.750819,0.906608
antifragile_transformer,134,1.0,0.683966,0.888163,0.878928,0.906633,0.762663,0.915679
antifragile_transformer,135,1.0,0.693883,0.894149,0.885091,0.912263,0.771065,0.919794
antifragile_transformer,136,0.994971,0.689347,0.885758,0.876875,0.903523,0.765043,0.912799
antifragile_transformer,137,1.0,0.697456,0.890086,0.881374,0.907509,0.771695,0.917588
antifragile_transformer,138,1.0,0.71783,0.906752,0.898207,0.92384,0.79064,0.928632
antifragile_transformer,139,1.0,0.719376,0.904661,0.896281,0.921421,0.790784,0.92748
antifragile_transformer,140,0.985096,0.704475,0.886193,0.877974,0.90263,0.774508,0.910463
antifragile_transformer,141,0.990286,0.709953,0.888173,0.880113,0.904293,0.778638,0.913765
antifragile_transformer,142,0.984857,0.704707,0.879497,0.871591,0.895307,0.77207,0.90642
antifragile_transformer,143,0.986149,0.706283,0.877708,0.869955,0.893214,0.77235,0.905902
antifragile_transformer,144,0.990569,0.710958,0.879083,0.87148,0.89429,0.775753,0.908531
antifragile_transformer,145,0.975502,0.696055,0.860943,0.853486,0.875858,0.759602,0.89165
antifragile_transformer,146,0.961514,0.682518,0.844232,0.836918,0.858859,0.744842,0.876073
antifragile_transformer,147,0.972699,0.694414,0.853015,0.845842,0.867361,0.755538,0.885874
antifragile_transformer,148,0.971826,0.694024,0.849572,0.842537,0.863642,0.753972,0.883504
antifragile_transformer,149,0.946449,0.669137,0.821691,0.814791,0.83549,0.727931,0.85667
antifragile_transformer,150,0.961267,0.684924,0.834541,0.827775,0.848075,0.742586,0.870377
antifragile_transformer,151,0.969936,0.694258,0.840995,0.834359,0.854268,0.75081,0.877769
antifragile_transformer,152,0.966769,0.691577,0.835489,0.828981,0.848507,0.74704,0.873243
antifragile_transformer,153,0.956367,0.681712,0.822854,0.816471,0.835621,0.736108,0.861547
antifragile_transformer,154,0.971797,0.697869,0.836294,0.830034,0.848815,0.751217,0.875838
antifragile_transformer,155,0.981389,0.707877,0.843638,0.837498,0.855917,0.760199,0.884121
antifragile_transformer,156,1.0,0.742092,0.875239,0.869217,0.887282,0.793406,0.911324
antifragile_transformer,157,1.0,0.752099,0.882683,0.876777,0.894494,0.802425,0.916309
antifragile_transformer,158,1.0,0.761523,0.889593,0.883801,0.901178,0.810881,0.920944
antifragile_transformer,159,1.0,0.764111,0.889716,0.884035,0.901077,0.812518,0.921164
antifragile_transformer,160,1.0,0.778453,0.90164,0.896069,0.912782,0.825929,0.929052
antifragile_transformer,161,1.0,0.790219,0.911034,0.90557,0.921962,0.836781,0.935293
antifragile_transformer,162,1.0,0.809278,0.927768,0.922409,0.938485,0.854943,0.946302
antifragile_transformer,163,0.999144,0.806693,0.922902,0.917647,0.933414,0.85148,0.94297
antifragile_transformer,164,0.999319,0.80519,0.919162,0.914007,0.929471,0.849114,0.940727
antifragile_transformer,165,0.99897,0.80319,0.914968,0.909913,0.925079,0.846269,0.938005
antifragile_transformer,166,1.0,0.816469,0.926095,0.921137,0.936011,0.858718,0.94572
antifragile_transformer,167,1.0,0.837982,0.945498,0.940636,0.955223,0.879418,0.958452
antifragile_transformer,168,0.999894,0.835595,0.941041,0.936272,0.950579,0.876233,0.955636
antifragile_transformer,169,1.0,0.833662,0.937079,0.932402,0.946433,0.873519,0.953213
antifragile_transformer,170,1.0,0.840633,0.942059,0.937472,0.951233,0.879722,0.956563
antifragile_transformer,171,1.0,0.840752,0.940225,0.935726,0.949223,0.879089,0.955483
antifragile_transformer,172,1.0,0.855242,0.9528,0.948388,0.961625,0.892841,0.963766
antifragile_transformer,173,0.978379,0.831007,0.926688,0.922361,0.935342,0.867882,0.939332
antifragile_transformer,174,0.973858,0.82434,0.918179,0.913935,0.926666,0.860505,0.932323
antifragile_transformer,175,0.969869,0.818332,0.910365,0.906202,0.918689,0.853801,0.925951
antifragile_transformer,176,0.947425,0.793985,0.884246,0.880164,0.89241,0.828771,0.901219
antifragile_transformer,177,0.941261,0.786387,0.87491,0.870907,0.882918,0.820504,0.893093
antifragile_transformer,178,0.935679,0.779518,0.866337,0.86241,0.87419,0.812977,0.885663
antifragile_transformer,179,0.938666,0.781349,0.866496,0.862645,0.874198,0.814164,0.886908
antifragile_transformer,180,0.957422,0.798913,0.882422,0.878645,0.889975,0.831097,0.903917
antifragile_transformer,181,0.959881,0.799843,0.881744,0.87804,0.889153,0.831408,0.904429
antifragile_transformer,182,0.952911,0.791327,0.871651,0.868018,0.878917,0.822283,0.895519
antifragile_transformer,183,0.957628,0.79466,0.873438,0.869876,0.880564,0.825021,0.898419
antifragile_transformer,184,0.975618,0.811203,0.888465,0.884971,0.895453,0.840979,0.914569
antifragile_transformer,185,0.969306,0.803126,0.8789,0.875473,0.885754,0.832329,0.906228
antifragile_transformer,186,0.963779,0.795989,0.870305,0.866944,0.877027,0.82463,0.898789
antifragile_transformer,187,0.975882,0.806619,0.879504,0.876208,0.886096,0.834708,0.909086
antifragile_transformer,188,0.978624,0.807683,0.879165,0.875932,0.885631,0.835232,0.909905
antifragile_transformer,189,0.991793,0.819155,0.889261,0.88609,0.895602,0.846173,0.921156
antifragile_transformer,190,0.99703,0.822472,0.891229,0.888119,0.897448,0.848971,0.924344
antifragile_transformer,191,1.0,0.83431,0.901743,0.898693,0.907842,0.860298,0.932293
antifragile_transformer,192,0.992979,0.825078,0.891213,0.888222,0.897195,0.850566,0.923066
antifragile_transformer,193,0.998234,0.8283,0.893162,0.890229,0.899029,0.853298,0.926244
antifragile_transformer,194,1.0,0.829077,0.892691,0.889814,0.898445,0.853594,0.926627
antifragile_transformer,195,0.990809,0.817777,0.880166,0.877344,0.885809,0.841821,0.915339
antifragile_transformer,196,0.977448,0.802523,0.863711,0.860943,0.869245,0.826105,0.900035
antifragile_transformer,197,0.991077,0.814553,0.874563,0.871849,0.879991,0.837681,0.911926
antifragile_transformer,198,0.992265,0.813912,0.872766,0.870105,0.87809,0.836594,0.91124
antifragile_transformer,199,0.985398,0.805227,0.862948,0.860338,0.868169,0.827472,0.902519
antifragile_transformer,200,1.0,0.560673,0.792936,0.782431,0.813945,0.650186,0.852184
antifragile_transformer,201,1.0,0.582666,0.810458,0.800156,0.831062,0.670456,0.863828
antifragile_transformer,202,0.978031,0.563331,0.786738,0.776634,0.806945,0.649431,0.84097
antifragile_transformer,203,0.965471,0.553777,0.772883,0.762974,0.792702,0.63822,0.827814
antifragile_transformer,204,0.959797,0.551292,0.766181,0.756462,0.785618,0.63411,0.821711
antifragile_transformer,205,0.982731,0.577464,0.788216,0.778685,0.807279,0.658687,0.844297
antifragile_transformer,206,0.991522,0.588989,0.795684,0.786336,0.81438,0.668649,0.852459
antifragile_transformer,207,1.0,0.606109,0.808825,0.799657,0.827161,0.684235,0.864194
antifragile_transformer,208,0.991718,0.600009,0.798823,0.789831,0.816806,0.676631,0.855016
antifragile_transformer,209,0.983684,0.594275,0.789261,0.780443,0.806898,0.669422,0.846207
antifragile_transformer,210,0.994457,0.607459,0.798692,0.790043,0.815989,0.681159,0.856321
antifragile_transformer,211,1.0,0.615714,0.803266,0.794784,0.820231,0.687996,0.861444
antifragile_transformer,212,1.0,0.629697,0.813638,0.805319,0.830276,0.700587,0.868392
antifragile_transformer,213,1.0,0.634573,0.814974,0.806815,0.831291,0.704099,0.869461
antifragile_transformer,214,1.0,0.644945,0.821873,0.813871,0.837877,0.713133,0.874144
antifragile_transformer,215,1.0,0.653677,0.827199,0.819352,0.842895,0.720552,0.8778
antifragile_transformer,216,1.0,0.669677,0.839859,0.832162,0.855252,0.735265,0.886219
antifragile_transformer,217,1.0,0.68572,0.852626,0.845077,0.867723,0.750045,0.894704
antifragile_transformer,218,0.985962,0.672332,0.836024,0.828621,0.850831,0.735418,0.879182
antifragile_transformer,219,0.964394,0.651672,0.812214,0.804953,0.826735,0.713544,0.856336
antifragile_transformer,220,0.981815,0.670398,0.827849,0.820729,0.842091,0.731079,0.872773
antifragile_transformer,221,1.0,0.690996,0.845416,0.838432,0.859384,0.750509,0.890728
antifragile_transformer,222,0.993153,0.684697,0.836144,0.829295,0.849843,0.743064,0.882474
antifragile_transformer,223,0.976234,0.668448,0.816981,0.810263,0.830416,0.725692,0.864262
antifragile_transformer,224,0.982823,0.676019,0.821692,0.815104,0.834869,0.732161,0.869794
antifragile_transformer,225,0.999393,0.693426,0.836295,0.829833,0.849217,0.748487,0.885244
antifragile_transformer,226,1.0,0.720898,0.861017,0.85468,0.873691,0.7749,0.901683
antifragile_transformer,227,1.0,0.732467,0.869888,0.863673,0.882318,0.785428,0.907603
antifragile_transformer,228,1.0,0.733156,0.867932,0.861837,0.880123,0.785098,0.906482
antifragile_transformer,229,0.994682,0.727575,0.859757,0.853779,0.871713,0.778518,0.899455
antifragile_transformer,230,1.0,0.732957,0.862594,0.856731,0.87432,0.782919,0.903305
antifragile_transformer,231,1.0,0.734506,0.861648,0.855898,0.873148,0.783506,0.902832
antifragile_transformer,232,0.993219,0.727436,0.85213,0.846491,0.863409,0.775493,0.894412
antifragile_transformer,233,1.0,0.757268,0.879562,0.874031,0.890624,0.8044,0.914752
antifragile_transformer,234,1.0,0.783363,0.903302,0.897878,0.914151,0.829587,0.930317
antifragile_transformer,235,1.0,0.801166,0.918796,0.913476,0.929436,0.8465,0.94052
antifragile_transformer,236,0.99435,0.793943,0.909309,0.904092,0.919744,0.838405,0.932505
antifragile_transformer,237,1.0,0.80817,0.921315,0.916198,0.93155,0.851776,0.942413
antifragile_transformer,238,1.0,0.819538,0.930505,0.925487,0.940543,0.862305,0.94851
antifragile_transformer,239,1.0,0.828322,0.937154,0.932232,0.946998,0.870266,0.952953
antifragile_transformer,240,1.0,0.846623,0.95336,0.948532,0.963014,0.887759,0.963606
antifragile_transformer,241,1.0,0.8572,0.961882,0.957148,0.971351,0.897544,0.969263
antifragile_transformer,242,1.0,0.868829,0.971496,0.966853,0.980782,0.908397,0.975627
antifragile_transformer,243,1.0,0.878997,0.979687,0.975134,0.988795,0.917803,0.981064
antifragile_transformer,244,1.0,0.885416,0.984168,0.979702,0.9931,0.923475,0.984086
antifragile_transformer,245,0.983997,0.866218,0.963069,0.958689,0.97183,0.903544,0.964879
antifragile_transformer,246,0.9904,0.869797,0.964784,0.960488,0.973375,0.906405,0.968341
antifragile_transformer,247,0.989126,0.865629,0.958787,0.954574,0.967214,0.901532,0.964102
antifragile_transformer,248,0.979168,0.852858,0.944223,0.94009,0.952487,0.888069,0.951251
antifragile_transformer,249,1.0,0.875872,0.965478,0.961426,0.973583,0.910406,0.972459
antifragile_transformer,250,1.0,0.899009,0.986891,0.982916,0.99484,0.932879,0.986475
antifragile_transformer,251,1.0,0.917264,1.0,0.999556,1.0,0.948807,0.994792
antifragile_transformer,252,1.0,0.921919,1.0,1.0,1.0,0.951741,0.995174
antifragile_transformer,253,1.0,0.93963,1.0,1.0,1.0,0.962688,0.996269
antifragile_transformer,254,1.0,0.940937,1.0,1.0,1.0,0.963495,0.99635
antifragile_transformer,255,1.0,0.944507,1.0,1.0,1.0,0.965702,0.99657
antifragile_transformer,256,0.992278,0.932454,0.986878,0.986878,0.986878,0.953241,0.985405
antifragile_transformer,257,1.0,0.938518,0.991895,0.991895,0.991895,0.958905,0.991433
antifragile_transformer,258,1.0,0.940426,0.992775,0.992775,0.992775,0.96042,0.992069
antifragile_transformer,259,0.989768,0.925941,0.977283,0.977283,0.977283,0.94555,0.978479
gv_recoverable_transformer,0,0.454306,0.999386,0.999386,0.999386,0.999386,0.999386,0.808608
gv_recoverable_transformer,1,0.458269,0.998448,0.998449,0.998448,0.998448,0.998448,0.809385
gv_recoverable_transformer,2,0.48476,1.0,1.0,1.0,1.0,1.0,0.819666
gv_recoverable_transformer,3,0.50041,1.0,1.0,1.0,1.0,1.0,0.825144
gv_recoverable_transformer,4,0.505468,1.0,1.0,1.0,1.0,1.0,0.826914
gv_recoverable_transformer,5,0.513373,1.0,1.0,1.0,1.0,1.0,0.829681
gv_recoverable_transformer,6,0.518824,1.0,1.0,1.0,1.0,1.0,0.831588
gv_recoverable_transformer,7,0.521309,0.997565,0.997565,0.997565,0.997565,0.997565,0.830875
gv_recoverable_transformer,8,0.513239,0.984651,0.984654,0.984653,0.984651,0.984651,0.819658
gv_recoverable_transformer,9,0.516347,0.983311,0.983336,0.983323,0.983311,0.983312,0.819881
gv_recoverable_transformer,10,0.512314,0.974872,0.974919,0.974896,0.974872,0.974873,0.812991
gv_recoverable_transformer,11,0.50223,0.960642,0.960723,0.960683,0.960642,0.960644,0.800222
gv_recoverable_transformer,12,0.513284,0.967989,0.968122,0.968056,0.967989,0.967992,0.808883
gv_recoverable_transformer,13,0.5229,0.97367,0.973844,0.973757,0.97367,0.973674,0.815953
gv_recoverable_transformer,14,0.506379,0.953041,0.953246,0.953143,0.953041,0.953045,0.796771
gv_recoverable_transformer,15,0.509827,0.953015,0.953279,0.953147,0.953015,0.953021,0.797979
gv_recoverable_transformer,16,0.526695,0.96641,0.966732,0.966571,0.96641,0.966418,0.812607
gv_recoverable_transformer,17,0.544326,0.980155,0.980514,0.980335,0.980155,0.980164,0.827724
gv_recoverable_transformer,18,0.561556,0.993077,0.993451,0.993265,0.993077,0.993085,0.842158
gv_recoverable_transformer,19,0.566943,0.993757,0.994129,0.993944,0.993757,0.993765,0.844485
gv_recoverable_transformer,20,0.561723,0.983809,0.984178,0.983994,0.983809,0.983817,0.83619
gv_recoverable_transformer,21,0.553638,0.971303,0.971683,0.971494,0.971303,0.971312,0.825235
gv_recoverable_transformer,22,0.562693,0.976322,0.97673,0.976527,0.976322,0.976331,0.831675
gv_recoverable_transformer,23,0.572165,0.981603,0.98203,0.981818,0.981603,0.981613,0.838429
gv_recoverable_transformer,24,0.592533,0.997617,0.998057,0.997838,0.997617,0.997628,0.855971
gv_recoverable_transformer,25,0.610652,1.0,1.0,1.0,1.0,1.0,0.863728
gv_recoverable_transformer,26,0.613986,0.998413,0.998413,0.998413,0.998413,0.998413,0.863864
gv_recoverable_transformer,27,0.603975,0.983532,0.983534,0.983533,0.983532,0.983532,0.850688
gv_recoverable_transformer,28,0.605066,0.98021,0.980235,0.980222,0.98021,0.98021,0.848917
gv_recoverable_transformer,29,0.612593,0.983426,0.983478,0.983452,0.983426,0.983427,0.85365
gv_recoverable_transformer,30,0.615088,0.981511,0.981585,0.981548,0.981511,0.981513,0.853285
gv_recoverable_transformer,31,0.613073,0.975146,0.975243,0.975195,0.975146,0.975148,0.84845
gv_recoverable_transformer,32,0.621028,0.978946,0.979075,0.979011,0.978946,0.978949,0.853714
gv_recoverable_transformer,33,0.6199,0.973547,0.973701,0.973624,0.973547,0.973551,0.849817
gv_recoverable_transformer,34,0.617283,0.966825,0.967011,0.966918,0.966825,0.966829,0.844542
gv_recoverable_transformer,35,0.625941,0.971584,0.971811,0.971698,0.971584,0.97159,0.850678
gv_recoverable_transformer,36,0.626037,0.967636,0.967895,0.967766,0.967636,0.967642,0.848154
gv_recoverable_transformer,37,0.633886,0.971562,0.971858,0.97171,0.971562,0.971569,0.853465
gv_recoverable_transformer,38,0.642085,0.975716,0.976042,0.97588,0.975716,0.975724,0.859044
gv_recoverable_transformer,39,0.633331,0.962791,0.963141,0.962966,0.962791,0.962799,0.847586
gv_recoverable_transformer,40,0.632477,0.958162,0.958553,0.958358,0.958162,0.958171,0.84429
gv_recoverable_transformer,41,0.65465,0.976704,0.977141,0.976923,0.976704,0.976714,0.864117
gv_recoverable_transformer,42,0.645625,0.963477,0.963932,0.963705,0.963477,0.963487,0.852366
gv_recoverable_transformer,43,0.625145,0.939202,0.939693,0.939449,0.939202,0.939213,0.829431
gv_recoverable_transformer,44,0.607723,0.918732,0.919293,0.919014,0.918732,0.918745,0.810049
gv_recoverable_transformer,45,0.612992,0.921584,0.922241,0.921914,0.921584,0.9216,0.813776
gv_recoverable_transformer,46,0.618283,0.924371,0.925116,0.924745,0.924371,0.924388,0.817466
gv_recoverable_transformer,47,0.621792,0.925289,0.926116,0.925704,0.925289,0.925308,0.819315
gv_recoverable_transformer,48,0.641282,0.94216,0.943065,0.942615,0.94216,0.942181,0.837127
gv_recoverable_transformer,49,0.614128,0.911868,0.912825,0.912348,0.911868,0.91189,0.807949
gv_recoverable_transformer,50,0.623799,0.919333,0.920383,0.919861,0.919333,0.919357,0.816214
gv_recoverable_transformer,51,0.647457,0.940555,0.941684,0.941122,0.940555,0.940581,0.838312
gv_recoverable_transformer,52,0.638843,0.928853,0.930028,0.929443,0.928853,0.92888,0.827705
gv_recoverable_transformer,53,0.639206,0.926486,0.927724,0.927108,0.926486,0.926515,0.826313
gv_recoverable_transformer,54,0.635091,0.919716,0.921016,0.92037,0.919716,0.919746,0.820491
gv_recoverable_transformer,55,0.629279,0.911456,0.912827,0.912146,0.911456,0.911488,0.813109
gv_recoverable_transformer,56,0.630284,0.910268,0.911719,0.910998,0.910268,0.910302,0.812713
gv_recoverable_transformer,57,0.652333,0.930162,0.931692,0.930932,0.930162,0.930197,0.833385
gv_recoverable_transformer,58,0.679302,0.954362,0.95594,0.955156,0.954362,0.954398,0.858569
gv_recoverable_transformer,59,0.680191,0.951736,0.953327,0.952537,0.951736,0.951773,0.857177
gv_recoverable_transformer,60,0.994972,0.753555,0.966263,0.96101,0.962731,0.833661,0.96147
gv_recoverable_transformer,61,1.0,0.761572,0.967776,0.962665,0.964306,0.839221,0.964656
gv_recoverable_transformer,62,1.0,0.78996,0.989858,0.984885,0.98645,0.865226,0.979439
gv_recoverable_transformer,63,1.0,0.79531,0.989065,0.984242,0.985748,0.86826,0.97935
gv_recoverable_transformer,64,1.0,0.803187,0.99099,0.986311,0.987759,0.873894,0.981013
gv_recoverable_transformer,65,1.0,0.813634,0.995666,0.991128,0.992522,0.882167,0.984454
gv_recoverable_transformer,66,1.0,0.857521,1.0,1.0,1.0,0.911939,0.991194
gv_recoverable_transformer,67,1.0,0.872125,1.0,1.0,1.0,0.920965,0.992097
gv_recoverable_transformer,68,0.996433,0.867576,0.991513,0.991513,0.991513,0.914912,0.985575
gv_recoverable_transformer,69,1.0,0.883283,1.0,1.0,1.0,0.927862,0.992786
gv_recoverable_transformer,70,1.0,0.882536,0.995658,0.995658,0.995658,0.925741,0.990186
gv_recoverable_transformer,71,0.999043,0.880276,0.989921,0.989918,0.989915,0.922153,0.986335
gv_recoverable_transformer,72,1.0,0.894867,1.0,1.0,1.0,0.935021,0.993502
gv_recoverable_transformer,73,1.0,0.898478,1.0,1.0,1.0,0.937253,0.993725
gv_recoverable_transformer,74,1.0,0.904948,1.0,1.0,1.0,0.941252,0.994125
gv_recoverable_transformer,75,1.0,0.908043,1.0,1.0,1.0,0.943165,0.994317
gv_recoverable_transformer,76,1.0,0.914915,1.0,1.0,1.0,0.947412,0.994741
gv_recoverable_transformer,77,1.0,0.922635,1.0,1.0,1.0,0.952184,0.995218
gv_recoverable_transformer,78,0.981676,0.901774,0.976756,0.976756,0.976756,0.930413,0.973844
gv_recoverable_transformer,79,0.994595,0.912798,0.985504,0.985487,0.985471,0.940561,0.984183
gv_recoverable_transformer,80,0.987731,0.9037,0.974186,0.97416,0.974134,0.930612,0.974557
gv_recoverable_transformer,81,0.975343,0.889358,0.95771,0.957667,0.957623,0.915448,0.959634
gv_recoverable_transformer,82,0.979563,0.892065,0.958371,0.958299,0.958228,0.917363,0.961651
gv_recoverable_transformer,83,0.98549,0.896397,0.960719,0.960621,0.960522,0.920927,0.96536
gv_recoverable_transformer,84,0.982088,0.891266,0.953662,0.953539,0.953416,0.915051,0.959688
gv_recoverable_transformer,85,0.996981,0.904588,0.965126,0.964975,0.964823,0.927652,0.972452
gv_recoverable_transformer,86,0.985794,0.89142,0.950143,0.949972,0.9498,0.913783,0.958899
gv_recoverable_transformer,87,0.985831,0.889881,0.946865,0.946665,0.946463,0.911569,0.956873
gv_recoverable_transformer,88,0.983733,0.886254,0.941558,0.941326,0.941094,0.907288,0.952776
gv_recoverable_transformer,89,0.988094,0.889199,0.94288,0.942615,0.942349,0.9096,0.955244
gv_recoverable_transformer,90,0.99636,0.895958,0.948066,0.947769,0.947471,0.915746,0.961588
gv_recoverable_transformer,91,0.989185,0.887068,0.937644,0.93732,0.936994,0.90626,0.952383
gv_recoverable_transformer,92,1.0,0.899237,0.948343,0.947986,0.947626,0.917855,0.963195
gv_recoverable_transformer,93,1.0,0.903097,0.950762,0.95038,0.949995,0.921154,0.964843
gv_recoverable_transformer,94,0.982217,0.883378,0.929644,0.92924,0.928832,0.900892,0.944967
gv_recoverable_transformer,95,0.963634,0.863467,0.908407,0.907966,0.907521,0.88046,0.92472
gv_recoverable_transformer,96,0.968406,0.867524,0.911208,0.910717,0.910222,0.884018,0.928262
gv_recoverable_transformer,97,0.970674,0.868953,0.911416,0.910878,0.910335,0.884962,0.929241
gv_recoverable_transformer,98,0.974353,0.871748,0.913027,0.912444,0.911856,0.887287,0.931625
gv_recoverable_transformer,99,0.978937,0.875362,0.915492,0.914866,0.914235,0.890445,0.934879
gv_recoverable_transformer,100,0.986564,0.881908,0.92092,0.920255,0.919583,0.896548,0.941124
gv_recoverable_transformer,101,1.0,0.896917,0.934838,0.934139,0.933432,0.911126,0.954923
gv_recoverable_transformer,102,0.991587,0.886759,0.923603,0.92288,0.922149,0.900547,0.944729
gv_recoverable_transformer,103,0.982443,0.876183,0.911999,0.911246,0.910483,0.889566,0.934033
gv_recoverable_transformer,104,0.974243,0.866877,0.901713,0.900921,0.90012,0.879869,0.924517
gv_recoverable_transformer,105,0.98263,0.874444,0.908345,0.907509,0.906663,0.887061,0.931797
gv_recoverable_transformer,106,1.0,0.89325,0.926235,0.925362,0.924478,0.905502,0.949541
gv_recoverable_transformer,107,0.999744,0.891362,0.923434,0.922537,0.921628,0.903255,0.947674
gv_recoverable_transformer,108,0.974644,0.864688,0.89588,0.894957,0.894021,0.876233,0.921019
gv_recoverable_transformer,109,0.959116,0.848407,0.878784,0.877818,0.876837,0.859623,0.904499
gv_recoverable_transformer,110,0.954039,0.84308,0.872691,0.87167,0.870634,0.85398,0.898779
gv_recoverable_transformer,111,0.952266,0.84122,0.870098,0.86902,0.867926,0.851815,0.896487
gv_recoverable_transformer,112,0.952286,0.84121,0.86938,0.868245,0.867093,0.85151,0.89604
gv_recoverable_transformer,113,0.957669,0.846564,0.874049,0.872858,0.87165,0.856578,0.900971
gv_recoverable_transformer,114,0.958848,0.847549,0.874363,0.873122,0.871862,0.857284,0.901602
gv_recoverable_transformer,115,0.97636,0.864836,0.891001,0.889711,0.888401,0.874301,0.918559
gv_recoverable_transformer,116,0.973168,0.860887,0.886399,0.885073,0.883726,0.870086,0.91447
gv_recoverable_transformer,117,0.96774,0.854824,0.879709,0.878345,0.876959,0.863765,0.90824
gv_recoverable_transformer,118,0.978406,0.865042,0.889329,0.887924,0.886495,0.873735,0.918241
gv_recoverable_transformer,119,0.964899,0.850771,0.874464,0.873027,0.871564,0.859222,0.903869
gv_recoverable_transformer,120,0.974495,0.860044,0.883183,0.881703,0.880196,0.868262,0.912906
gv_recoverable_transformer,121,0.980646,0.865585,0.888175,0.88666,0.885116,0.873576,0.918318
gv_recoverable_transformer,122,0.983796,0.867956,0.890007,0.88846,0.886885,0.875725,0.920627
gv_recoverable_transformer,123,1.0,0.891082,0.912608,0.911033,0.909429,0.898636,0.941006
gv_recoverable_transformer,124,0.997454,0.88697,0.907955,0.906369,0.904752,0.894311,0.937117
gv_recoverable_transformer,125,1.0,0.915175,0.935643,0.934042,0.932409,0.922309,0.956029
gv_recoverable_transformer,126,1.0,0.915082,0.93501,0.933415,0.931786,0.922011,0.955654
gv_recoverable_transformer,127,0.989596,0.902374,0.921778,0.920188,0.918562,0.909102,0.943446
gv_recoverable_transformer,128,0.995355,0.90622,0.925136,0.923541,0.92191,0.912757,0.947672
gv_recoverable_transformer,129,0.98736,0.896193,0.914632,0.913035,0.9114,0.902545,0.938074
gv_recoverable_transformer,130,0.995899,0.667841,0.896932,0.890869,0.891756,0.753886,0.915277
