system,step,escape,basin,truth,constraint,coherence,option_density,civilization_access,discoveries,survivability
antifragile_explorer,147,0.9,0.996647,0.992375,0.980825,0.978515,0.59,0.572,1,0.865751
antifragile_explorer,148,0.9,0.99408,0.989601,0.994235,0.988675,0.59,0.572,1,0.86851
antifragile_explorer,149,0.9,1.0,0.991017,0.995809,0.990059,0.59,0.572,1,0.870422
antifragile_explorer,150,0.9,1.0,0.999315,0.98967,0.987741,0.59,0.572,1,0.870562
antifragile_explorer,151,0.9,1.0,0.998549,0.986883,0.98455,0.59,0.572,1,0.869468
antifragile_explorer,152,0.9,1.0,0.995876,0.988377,0.986878,0.59,0.572,1,0.869598
antifragile_explorer,153,0.9,0.996436,0.99669,0.988761,0.987175,0.59,0.572,1,0.869141
antifragile_explorer,154,0.9,0.994308,0.990355,0.99168,0.99009,0.59,0.572,1,0.868509
antifragile_explorer,155,0.9,0.989816,0.97934,0.994334,0.976341,0.59,0.572,1,0.863852
antifragile_explorer,156,0.9,0.99367,0.989524,1.0,0.987429,0.59,0.572,1,0.869137
antifragile_explorer,157,0.9,0.999657,0.983766,0.992841,0.981951,0.59,0.572,1,0.867276
antifragile_explorer,158,0.9,1.0,0.987637,0.988671,0.98743,0.59,0.572,1,0.868251
antifragile_explorer,159,0.9,0.98565,0.983327,0.983918,0.983209,0.59,0.572,1,0.863169
antifragile_explorer,160,0.9,0.987628,0.982758,0.983139,0.982682,0.59,0.572,1,0.863253
antifragile_explorer,161,0.9,0.995549,0.983944,0.981717,0.981271,0.59,0.572,1,0.864598
antifragile_explorer,162,0.9,1.0,0.980877,0.981667,0.980719,0.59,0.572,1,0.86484
antifragile_explorer,163,0.9,0.994778,0.992027,0.97394,0.970323,0.59,0.572,1,0.862903
antifragile_explorer,164,0.9,0.990776,1.0,0.971358,0.96563,0.59,0.572,1,0.862373
antifragile_explorer,165,0.9,0.99141,1.0,0.969869,0.963842,0.59,0.572,1,0.861976
antifragile_explorer,166,0.9,0.966777,1.0,0.970482,0.964578,0.59,0.572,1,0.857265
antifragile_explorer,167,0.9,0.980849,0.998874,0.975875,0.971275,0.59,0.572,1,0.861811
antifragile_explorer,168,0.9,0.990588,0.995458,0.969172,0.963915,0.59,0.572,1,0.860894
antifragile_explorer,169,0.9,1.0,0.99662,0.978669,0.975079,0.59,0.572,1,0.866291
antifragile_explorer,170,0.9,1.0,0.992764,0.980379,0.977902,0.59,0.572,1,0.866323
antifragile_explorer,171,0.9,1.0,0.99439,0.976274,0.972651,0.59,0.572,1,0.865118
antifragile_explorer,172,0.9,1.0,0.990981,0.965661,0.960597,0.59,0.572,1,0.860878
antifragile_explorer,173,0.9,1.0,0.990346,0.969575,0.965421,0.59,0.572,1,0.862162
antifragile_explorer,174,0.9,1.0,0.989908,0.978905,0.976704,0.59,0.572,1,0.865381
antifragile_explorer,175,0.9,0.993715,0.982902,0.980094,0.979533,0.59,0.572,1,0.863506
antifragile_explorer,176,0.9,0.984816,0.987003,0.984536,0.984042,0.59,0.572,1,0.863896
antifragile_explorer,177,0.9,0.990765,0.98835,0.98841,0.988338,0.59,0.572,1,0.866636
antifragile_explorer,178,0.9,0.973519,0.987102,0.991712,0.98618,0.59,0.572,1,0.863145
antifragile_explorer,179,0.9,0.977409,0.991823,0.992337,0.99172,0.59,0.572,1,0.865759
antifragile_explorer,180,0.9,0.990025,0.991249,0.991277,0.991244,0.59,0.572,1,0.867933
antifragile_explorer,181,0.9,0.998804,0.989437,0.983304,0.982078,0.59,0.572,1,0.866621
antifragile_explorer,182,0.9,1.0,0.99379,0.991965,0.9916,0.59,0.572,1,0.870553
antifragile_explorer,183,0.9,1.0,0.995289,0.984239,0.982029,0.59,0.572,1,0.868055
antifragile_explorer,184,0.9,1.0,0.998921,0.97882,0.9748,0.59,0.572,1,0.866685
antifragile_explorer,185,0.9,1.0,0.99625,0.984044,0.981603,0.59,0.572,1,0.868129
antifragile_explorer,186,0.9,1.0,0.994327,0.991527,0.990968,0.59,0.572,1,0.870478
antifragile_explorer,187,0.9,0.992493,0.987139,0.991725,0.986222,0.59,0.572,1,0.866955
antifragile_explorer,188,0.9,0.991276,0.984495,0.990568,0.983281,0.59,0.572,1,0.86558
antifragile_explorer,189,0.9,0.991055,0.981555,0.982654,0.981336,0.59,0.572,1,0.863429
antifragile_explorer,190,0.9,1.0,0.982411,0.978506,0.977725,0.59,0.572,1,0.864131
antifragile_explorer,191,0.9,0.998918,0.991226,0.987289,0.986502,0.59,0.572,1,0.868311
antifragile_explorer,192,0.9,0.99053,1.0,0.989826,0.987792,0.59,0.572,1,0.868825
antifragile_explorer,193,0.9,1.0,1.0,0.997863,0.997435,0.59,0.572,1,0.873548
antifragile_explorer,194,0.9,1.0,0.992885,1.0,0.991462,0.59,0.572,1,0.871653
antifragile_explorer,195,0.9,1.0,0.99469,0.999122,0.993804,0.59,0.572,1,0.872212
antifragile_explorer,196,0.9,0.996654,0.999522,1.0,0.999427,0.59,0.572,1,0.873453
antifragile_explorer,197,0.9,1.0,1.0,1.0,1.0,0.59,0.572,1,0.8743
antifragile_explorer,198,0.9,0.993187,0.995314,0.987166,0.985536,0.59,0.572,1,0.867726
antifragile_explorer,199,0.9,0.999729,0.995213,0.97424,0.970046,0.59,0.572,1,0.86447
antifragile_explorer,200,0.9,1.0,1.0,0.970481,0.964577,0.59,0.572,1,0.863909
antifragile_explorer,201,0.9,0.999761,1.0,0.978265,0.973918,0.59,0.572,1,0.866601
antifragile_explorer,202,0.9,0.99784,1.0,0.978904,0.974684,0.59,0.572,1,0.866442
antifragile_explorer,203,0.9,0.995958,1.0,0.9809,0.97708,0.59,0.572,1,0.866768
antifragile_explorer,204,0.9,1.0,0.996967,0.981211,0.978059,0.59,0.572,1,0.867237
antifragile_explorer,205,0.9,1.0,0.9958,0.972547,0.967897,0.59,0.572,1,0.864015
antifragile_explorer,206,0.9,0.989786,0.999578,0.966099,0.959404,0.59,0.572,1,0.860262
antifragile_explorer,207,0.9,0.994479,0.999197,0.969299,0.96332,0.59,0.572,1,0.86227
antifragile_explorer,208,0.9,0.976401,0.997269,0.972366,0.967385,0.59,0.572,1,0.859449
antifragile_explorer,209,0.9,0.993493,0.989136,0.970732,0.967051,0.59,0.572,1,0.861088
antifragile_explorer,210,0.9,1.0,0.995395,0.973327,0.968913,0.59,0.572,1,0.86423
antifragile_explorer,211,0.9,1.0,1.0,0.980723,0.976868,0.59,0.572,1,0.867515
antifragile_explorer,212,0.9,1.0,1.0,0.985943,0.983132,0.59,0.572,1,0.869352
antifragile_explorer,213,0.9,1.0,1.0,0.996164,0.995397,0.59,0.572,1,0.87295
antifragile_explorer,214,0.9,1.0,1.0,0.999148,0.998978,0.59,0.572,1,0.874
antifragile_explorer,215,0.9,1.0,1.0,1.0,1.0,0.59,0.572,1,0.8743
antifragile_explorer,216,0.9,1.0,0.999469,0.99248,0.991082,0.59,0.572,1,0.871574
antifragile_explorer,217,0.9,0.991689,1.0,0.995126,0.994152,0.59,0.572,1,0.870922
antifragile_explorer,218,0.9,0.994485,1.0,0.988393,0.986072,0.59,0.572,1,0.869112
antifragile_explorer,219,0.9,1.0,0.989306,0.992698,0.988628,0.59,0.572,1,0.869387
antifragile_explorer,220,0.9,1.0,0.982506,1.0,0.979007,0.59,0.572,1,0.867792
antifragile_explorer,221,0.9,0.990398,0.9836,0.997518,0.980816,0.59,0.572,1,0.865961
antifragile_explorer,222,0.9,0.998205,0.971926,0.991342,0.968043,0.59,0.572,1,0.862389
antifragile_explorer,223,0.9,1.0,0.980171,0.998104,0.976584,0.59,0.572,1,0.866681
antifragile_explorer,224,0.9,0.984182,0.982849,1.0,0.979419,0.59,0.572,1,0.864756
antifragile_explorer,225,0.9,0.991485,0.976,0.996848,0.97183,0.59,0.572,1,0.863266
antifragile_explorer,226,0.9,0.983751,0.969516,1.0,0.963419,0.59,0.572,1,0.85971
antifragile_explorer,227,0.9,0.977897,0.979196,1.0,0.975035,0.59,0.572,1,0.86214
antifragile_explorer,228,0.9,0.972331,0.99183,0.999853,0.990225,0.59,0.572,1,0.865708
antifragile_explorer,229,0.9,0.98308,0.988842,0.996778,0.987255,0.59,0.572,1,0.866353
antifragile_explorer,230,0.9,0.99838,0.977768,1.0,0.973321,0.59,0.572,1,0.865706
antifragile_explorer,231,0.9,0.993714,0.979712,0.991902,0.977274,0.59,0.572,1,0.864459
antifragile_explorer,232,0.9,0.990926,0.977054,0.99161,0.974143,0.59,0.572,1,0.862875
antifragile_explorer,233,0.9,1.0,0.980399,1.0,0.976479,0.59,0.572,1,0.867008
antifragile_explorer,234,0.9,0.99921,0.991279,0.996532,0.990228,0.59,0.572,1,0.870454
antifragile_explorer,235,0.9,1.0,0.983999,1.0,0.980799,0.59,0.572,1,0.868348
antifragile_explorer,236,0.9,1.0,0.989608,1.0,0.98753,0.59,0.572,1,0.870434
antifragile_explorer,237,0.9,0.996699,1.0,0.99084,0.989008,0.59,0.572,1,0.870415
antifragile_explorer,238,0.9,1.0,1.0,0.992131,0.990557,0.59,0.572,1,0.87153
antifragile_explorer,239,0.9,0.987634,0.997003,0.98102,0.977823,0.59,0.572,1,0.864702
antifragile_explorer,240,0.9,0.991222,0.897359,0.883192,0.880359,0.68,0.644,2,0.840537
antifragile_explorer,241,0.9,0.99355,0.902504,0.888381,0.885557,0.68,0.644,2,0.843591
antifragile_explorer,242,0.9,0.988393,0.907531,0.893935,0.891216,0.68,0.644,2,0.845258
antifragile_explorer,243,0.9,0.994489,0.902074,0.899859,0.899416,0.68,0.644,2,0.847755
antifragile_explorer,244,0.9,0.994227,0.901951,0.8974,0.89649,0.68,0.644,2,0.846819
antifragile_explorer,245,0.9,0.986482,0.897637,0.897151,0.897054,0.68,0.644,2,0.844544
antifragile_explorer,246,0.9,0.998517,0.889512,0.906987,0.886017,0.68,0.644,2,0.845296
antifragile_explorer,247,0.9,0.992725,0.87624,0.908116,0.869864,0.68,0.644,2,0.839345
antifragile_explorer,248,0.9,1.0,0.873094,0.920172,0.863678,0.68,0.644,2,0.841173
antifragile_explorer,249,0.9,1.0,0.872723,0.928427,0.861582,0.68,0.644,2,0.842091
antifragile_explorer,250,0.9,1.0,0.866757,0.934805,0.853148,0.68,0.644,2,0.840689
antifragile_explorer,251,0.9,0.99023,0.856594,0.942128,0.839487,0.68,0.644,2,0.835891
antifragile_explorer,252,0.9,0.983549,0.857754,0.945285,0.840248,0.68,0.644,2,0.835391
antifragile_explorer,253,0.9,0.974733,0.871457,0.952229,0.855303,0.68,0.644,2,0.839614
antifragile_explorer,254,0.9,0.975972,0.875774,0.946254,0.861678,0.68,0.644,2,0.840703
antifragile_explorer,255,0.9,0.968926,0.877437,0.940146,0.864896,0.68,0.644,2,0.839131
antifragile_explorer,256,0.9,0.985692,0.879852,0.942396,0.867343,0.68,0.644,2,0.84367
antifragile_explorer,257,0.9,0.984516,0.884638,0.944528,0.872659,0.68,0.644,2,0.845488
antifragile_explorer,258,0.9,0.989773,0.888775,0.953163,0.875897,0.68,0.644,2,0.849184
antifragile_explorer,259,0.9,0.975436,0.884663,0.947367,0.872122,0.68,0.644,2,0.844045
antifragile_explorer,260,0.9,0.957303,0.88391,0.956806,0.869331,0.68,0.644,2,0.841346
antifragile_explorer,261,0.9,0.968073,0.87601,0.94792,0.861628,0.68,0.644,2,0.839424
antifragile_explorer,262,0.9,0.972483,0.878713,0.942086,0.866038,0.68,0.644,2,0.840565
antifragile_explorer,263,0.9,0.966915,0.887872,0.959426,0.873561,0.68,0.644,2,0.845078
antifragile_explorer,264,0.9,0.965436,0.874553,0.950001,0.859464,0.68,0.644,2,0.838621
antifragile_explorer,265,0.9,0.960802,0.874436,0.954773,0.858368,0.68,0.644,2,0.838261
antifragile_explorer,266,0.9,0.962806,0.874117,0.955962,0.857748,0.68,0.644,2,0.838696
antifragile_explorer,267,0.9,0.961815,0.878703,0.957814,0.862881,0.68,0.644,2,0.840441
antifragile_explorer,268,0.9,0.968926,0.887648,0.952095,0.874759,0.68,0.644,2,0.844458
antifragile_explorer,269,0.9,0.966742,0.891908,0.957031,0.878884,0.68,0.644,2,0.846238
antifragile_explorer,270,0.9,0.970629,0.908168,0.96632,0.896538,0.68,0.644,2,0.854253
antifragile_explorer,271,0.9,0.980343,0.920291,0.958264,0.912696,0.68,0.644,2,0.859675
antifragile_explorer,272,0.9,0.976013,0.918244,0.962334,0.909426,0.68,0.644,2,0.858568
antifragile_explorer,273,0.9,0.970385,0.916542,0.963552,0.907141,0.68,0.644,2,0.856965
antifragile_explorer,274,0.9,0.980817,0.93856,0.96668,0.932936,0.68,0.644,2,0.867643
antifragile_explorer,275,0.9,0.974045,0.937641,0.961598,0.932849,0.68,0.644,2,0.865296
antifragile_explorer,276,0.9,0.981261,0.935909,0.974153,0.928261,0.68,0.644,2,0.867702
antifragile_explorer,277,0.9,0.983906,0.940821,0.97994,0.932997,0.68,0.644,2,0.870799
antifragile_explorer,278,0.9,0.990934,0.948121,0.976286,0.942488,0.68,0.644,2,0.874452
antifragile_explorer,279,0.9,1.0,0.95807,0.966674,0.956349,0.68,0.644,2,0.878736
antifragile_explorer,280,0.9,1.0,0.942866,0.970186,0.937402,0.68,0.644,2,0.87353
antifragile_explorer,281,0.9,0.998989,0.941245,0.964242,0.936645,0.68,0.644,2,0.871964
antifragile_explorer,282,0.9,0.998648,0.938135,0.960417,0.933678,0.68,0.644,2,0.870249
antifragile_explorer,283,0.9,0.999984,0.950419,0.958717,0.948759,0.68,0.644,2,0.874868
antifragile_explorer,284,0.9,0.998969,0.947714,0.949184,0.94742,0.68,0.644,2,0.872439
antifragile_explorer,285,0.9,0.992913,0.949695,0.956495,0.948335,0.68,0.644,2,0.8729
antifragile_explorer,286,0.9,0.99212,0.942339,0.95564,0.939678,0.68,0.644,2,0.869896
antifragile_explorer,287,0.9,0.992145,0.943022,0.965116,0.938603,0.68,0.644,2,0.871368
antifragile_explorer,288,0.9,0.989664,0.944933,0.960737,0.941772,0.68,0.644,2,0.871022
antifragile_explorer,289,0.9,0.997387,0.937655,0.962448,0.932697,0.68,0.644,2,0.870078
antifragile_explorer,290,0.9,1.0,0.943691,0.965943,0.93924,0.68,0.644,2,0.873294
antifragile_explorer,291,0.9,1.0,0.939398,0.958592,0.935559,0.68,0.644,2,0.870756
antifragile_explorer,292,0.9,1.0,0.939995,0.954359,0.937123,0.68,0.644,2,0.870436
antifragile_explorer,293,0.9,0.98783,0.93712,0.957947,0.932955,0.68,0.644,2,0.867392
antifragile_explorer,294,0.9,0.994704,0.934835,0.958457,0.93011,0.68,0.644,2,0.867982
antifragile_explorer,295,0.9,1.0,0.936484,0.954271,0.932927,0.68,0.644,2,0.869119
antifragile_explorer,296,0.9,1.0,0.931424,0.95397,0.926915,0.68,0.644,2,0.867198
antifragile_explorer,297,0.9,1.0,0.92652,0.943632,0.923098,0.68,0.644,2,0.86405
antifragile_explorer,298,0.9,1.0,0.917002,0.946793,0.911044,0.68,0.644,2,0.860914
antifragile_explorer,299,0.9,1.0,0.915896,0.942026,0.91067,0.68,0.644,2,0.859893
antifragile_explorer,300,0.9,1.0,0.917884,0.941919,0.913077,0.68,0.644,2,0.860618
antifragile_explorer,301,0.9,1.0,0.922089,0.944099,0.917686,0.68,0.644,2,0.862462
antifragile_explorer,302,0.9,1.0,0.919651,0.952727,0.913036,0.68,0.644,2,0.862659
antifragile_explorer,303,0.9,1.0,0.928401,0.951763,0.923729,0.68,0.644,2,0.865791
antifragile_explorer,304,0.9,1.0,0.92434,0.950328,0.919143,0.68,0.644,2,0.864097
antifragile_explorer,305,0.9,1.0,0.919263,0.950327,0.91305,0.68,0.644,2,0.862208
antifragile_explorer,306,0.9,0.999539,0.934766,0.952564,0.931207,0.68,0.644,2,0.868169
antifragile_explorer,307,0.9,1.0,0.933671,0.959405,0.928524,0.68,0.644,2,0.86873
antifragile_explorer,308,0.9,0.999971,0.94108,0.969509,0.935394,0.68,0.644,2,0.872773
antifragile_explorer,309,0.9,0.996452,0.945474,0.966283,0.941313,0.68,0.644,2,0.873291
antifragile_explorer,310,0.9,1.0,0.943126,0.955056,0.94074,0.68,0.644,2,0.87169
antifragile_explorer,311,0.9,1.0,0.932901,0.954029,0.928675,0.68,0.644,2,0.867755
antifragile_explorer,312,0.9,1.0,0.947019,0.948452,0.946732,0.68,0.644,2,0.872293
antifragile_explorer,313,0.9,0.995917,0.946053,0.960139,0.943236,0.68,0.644,2,0.872613
antifragile_explorer,314,0.9,0.997228,0.941304,0.967685,0.936028,0.68,0.644,2,0.872075
antifragile_explorer,315,0.9,0.997286,0.942015,0.964262,0.937566,0.68,0.644,2,0.871912
antifragile_explorer,316,0.9,1.0,0.934517,0.977423,0.925936,0.68,0.644,2,0.87135
antifragile_explorer,317,0.9,1.0,0.936516,0.97478,0.928863,0.68,0.644,2,0.871756
antifragile_explorer,318,0.9,1.0,0.938833,0.969683,0.932663,0.68,0.644,2,0.871965
antifragile_explorer,319,0.9,0.997435,0.93257,0.965288,0.926027,0.68,0.644,2,0.86856
antifragile_explorer,320,0.9,0.997673,0.936298,0.966596,0.930238,0.68,0.644,2,0.870162
antifragile_explorer,321,0.9,0.98359,0.940184,0.967196,0.934782,0.68,0.644,2,0.868868
antifragile_explorer,322,0.9,0.992921,0.940199,0.968783,0.934483,0.68,0.644,2,0.870943
antifragile_explorer,323,0.9,1.0,0.929931,0.973968,0.921123,0.68,0.644,2,0.869202
antifragile_explorer,324,0.9,0.999704,0.929713,0.97345,0.920965,0.68,0.644,2,0.868995
antifragile_explorer,325,0.9,1.0,0.938213,0.970504,0.931754,0.68,0.644,2,0.87184
antifragile_explorer,326,0.9,1.0,0.9337,0.963435,0.927753,0.68,0.644,2,0.869256
antifragile_explorer,327,0.9,1.0,0.925143,0.959724,0.918226,0.68,0.644,2,0.865598
antifragile_explorer,328,0.9,1.0,0.934898,0.951932,0.931491,0.68,0.644,2,0.868229
antifragile_explorer,329,0.9,0.991296,0.923817,0.952386,0.918103,0.68,0.644,2,0.862424
antifragile_explorer,330,0.9,0.994586,0.924654,0.952012,0.919183,0.68,0.644,2,0.863346
antifragile_explorer,331,0.9,1.0,0.924016,0.95944,0.916931,0.68,0.644,2,0.865142
antifragile_explorer,332,0.9,0.995883,0.915166,0.959089,0.906382,0.68,0.644,2,0.860982
antifragile_explorer,333,0.9,0.988683,0.919756,0.94911,0.913885,0.68,0.644,2,0.859972
antifragile_explorer,334,0.9,0.993561,0.920841,0.943756,0.916258,0.68,0.644,2,0.860666
antifragile_explorer,335,0.9,0.997138,0.918054,0.9459,0.912485,0.68,0.644,2,0.860619
antifragile_explorer,336,0.9,0.987655,0.91271,0.948906,0.905471,0.68,0.644,2,0.857119
antifragile_explorer,337,0.9,0.999647,0.908657,0.953212,0.899745,0.68,0.644,2,0.858561
antifragile_explorer,338,0.9,0.995702,0.912503,0.953602,0.904283,0.68,0.644,2,0.859253
antifragile_explorer,339,0.9,0.999638,0.913196,0.95346,0.905143,0.68,0.644,2,0.860279
antifragile_explorer,340,0.9,0.992799,0.915103,0.949425,0.908238,0.68,0.644,2,0.859104
antifragile_explorer,341,0.9,0.994473,0.920933,0.951389,0.914842,0.68,0.644,2,0.86186
antifragile_explorer,342,0.9,0.993503,0.926076,0.937825,0.923727,0.68,0.644,2,0.861842
antifragile_explorer,343,0.9,0.98211,0.918826,0.935784,0.915434,0.68,0.644,2,0.856606
antifragile_explorer,344,0.9,0.99913,0.924428,0.939002,0.921514,0.68,0.644,2,0.862506
antifragile_explorer,345,0.9,1.0,0.922403,0.935127,0.919858,0.68,0.644,2,0.86143
antifragile_explorer,346,0.9,0.999831,0.928922,0.924601,0.923737,0.68,0.644,2,0.861506
antifragile_explorer,347,0.9,0.996398,0.927658,0.927695,0.927651,0.68,0.644,2,0.861714
antifragile_explorer,348,0.9,1.0,0.9276,0.924947,0.924416,0.68,0.644,2,0.861466
antifragile_explorer,349,0.9,1.0,0.924209,0.92625,0.923801,0.68,0.644,2,0.860966
antifragile_explorer,350,0.9,0.99871,0.935021,0.92998,0.928972,0.68,0.644,2,0.864078
antifragile_explorer,351,0.9,1.0,0.929952,0.928536,0.928253,0.68,0.644,2,0.863078
antifragile_explorer,352,0.9,0.993626,0.933453,0.926703,0.925353,0.68,0.644,2,0.861676
antifragile_explorer,353,0.9,0.992676,0.952326,0.923959,0.918285,0.68,0.644,2,0.863313
antifragile_explorer,354,0.9,0.983476,0.957682,0.933255,0.92837,0.68,0.644,2,0.865538
antifragile_explorer,355,0.9,0.997308,0.962843,0.933239,0.927319,0.68,0.644,2,0.869063
antifragile_explorer,356,0.9,1.0,0.968732,0.936745,0.930347,0.68,0.644,2,0.871706
antifragile_explorer,357,0.9,1.0,0.981145,0.939315,0.930949,0.68,0.644,2,0.874448
antifragile_explorer,358,0.9,1.0,0.983102,0.940986,0.932563,0.68,0.644,2,0.875326
antifragile_explorer,359,0.9,1.0,0.984969,0.937815,0.928385,0.68,0.644,2,0.874486
antifragile_explorer,360,0.9,1.0,0.983372,0.954933,0.949245,0.68,0.644,2,0.880275
antifragile_explorer,361,0.9,1.0,0.978475,0.956477,0.952077,0.68,0.644,2,0.880094
antifragile_explorer,362,0.9,0.995901,0.974494,0.957103,0.953625,0.68,0.644,2,0.878906
antifragile_explorer,363,0.9,1.0,0.971715,0.961748,0.959754,0.68,0.644,2,0.880949
antifragile_explorer,364,0.9,0.989145,0.970816,0.952979,0.949412,0.68,0.644,2,0.875559
antifragile_explorer,365,0.9,0.980507,0.96508,0.956251,0.954485,0.68,0.644,2,0.874134
antifragile_explorer,366,0.9,0.97196,0.977907,0.950976,0.94559,0.68,0.644,2,0.872466
antifragile_explorer,367,0.9,0.973886,0.98254,0.954574,0.948981,0.68,0.644,2,0.874803
antifragile_explorer,368,0.9,0.97488,0.981472,0.959831,0.955503,0.68,0.644,2,0.876694
antifragile_explorer,369,0.9,0.994625,0.977228,0.960453,0.957098,0.68,0.644,2,0.880234
antifragile_explorer,370,0.9,0.987839,0.972364,0.955294,0.951881,0.68,0.644,2,0.876341
antifragile_explorer,371,0.9,0.983608,0.977001,0.951348,0.946217,0.68,0.644,2,0.874792
antifragile_explorer,372,0.9,0.984064,0.983345,0.953454,0.947476,0.68,0.644,2,0.876564
antifragile_explorer,373,0.9,0.976199,0.976768,0.946566,0.940525,0.68,0.644,2,0.871593
antifragile_explorer,374,0.9,0.984044,0.971989,0.944077,0.938495,0.68,0.644,2,0.871578
antifragile_explorer,375,0.9,0.980557,0.975221,0.943291,0.936906,0.68,0.644,2,0.871083
antifragile_explorer,376,0.9,0.99416,0.983494,0.948272,0.941228,0.68,0.644,2,0.876781
antifragile_explorer,377,0.9,1.0,0.981679,0.958923,0.954372,0.68,0.644,2,0.881429
antifragile_explorer,378,0.9,1.0,0.982749,0.970055,0.967516,0.68,0.644,2,0.885506
antifragile_explorer,379,0.9,1.0,0.981922,0.962121,0.958161,0.68,0.644,2,0.882591
antifragile_explorer,380,0.9,0.990394,0.986148,0.956527,0.950603,0.68,0.644,2,0.879326
antifragile_explorer,381,0.9,1.0,0.982348,0.955649,0.950309,0.68,0.644,2,0.880376
antifragile_explorer,382,0.9,1.0,0.998089,0.961062,0.953657,0.68,0.644,2,0.884611
antifragile_explorer,383,0.9,0.998706,0.997865,0.962496,0.955423,0.68,0.644,2,0.884824
antifragile_explorer,384,0.9,1.0,0.99218,0.957376,0.950415,0.68,0.644,2,0.882439
antifragile_explorer,385,0.9,0.994251,0.996686,0.958006,0.950271,0.68,0.644,2,0.882178
antifragile_explorer,386,0.9,0.998727,0.986631,0.962872,0.95812,0.68,0.644,2,0.883298
antifragile_explorer,387,0.9,1.0,0.993283,0.957132,0.949901,0.68,0.644,2,0.882516
antifragile_explorer,388,0.9,0.997559,0.986068,0.968806,0.965354,0.68,0.644,2,0.88507
antifragile_explorer,389,0.9,1.0,0.984592,0.968252,0.964984,0.68,0.644,2,0.885144
antifragile_explorer,390,0.9,1.0,0.986721,0.962442,0.957586,0.68,0.644,2,0.883414
antifragile_explorer,391,0.9,1.0,0.984211,0.946096,0.938473,0.68,0.644,2,0.877289
antifragile_explorer,392,0.9,1.0,0.985076,0.944584,0.936486,0.68,0.644,2,0.876885
antifragile_explorer,393,0.9,1.0,0.988105,0.94935,0.941599,0.68,0.644,2,0.879011
antifragile_explorer,394,0.9,1.0,0.987831,0.947176,0.939044,0.68,0.644,2,0.878205
antifragile_explorer,395,0.9,0.992725,0.989432,0.93881,0.928686,0.68,0.644,2,0.874042
antifragile_explorer,396,0.9,0.980175,0.988559,0.949496,0.941683,0.68,0.644,2,0.875164
antifragile_explorer,397,0.9,0.988924,1.0,0.952769,0.943322,0.68,0.644,2,0.879759
antifragile_explorer,398,0.9,0.987504,1.0,0.949765,0.939718,0.68,0.644,2,0.878418
antifragile_explorer,399,0.9,0.998986,1.0,0.940727,0.928873,0.68,0.644,2,0.877533
antifragile_explorer,400,0.9,0.999888,0.911567,0.847351,0.834508,0.77,0.716,3,0.856057
antifragile_explorer,401,0.9,0.999763,0.910558,0.853447,0.842025,0.77,0.716,3,0.858029
antifragile_explorer,402,0.9,1.0,0.909571,0.840179,0.826301,0.77,0.716,3,0.85326
antifragile_explorer,403,0.9,1.0,0.918717,0.842897,0.827733,0.77,0.716,3,0.85557
antifragile_explorer,404,0.9,1.0,0.907536,0.838271,0.824418,0.77,0.716,3,0.852287
antifragile_explorer,405,0.9,1.0,0.914625,0.829187,0.812099,0.77,0.716,3,0.850138
antifragile_explorer,406,0.9,0.999796,0.921794,0.836093,0.818953,0.77,0.716,3,0.853589
antifragile_explorer,407,0.9,1.0,0.9209,0.846857,0.832049,0.77,0.716,3,0.857287
antifragile_explorer,408,0.9,0.994953,0.926745,0.840401,0.823133,0.77,0.716,3,0.85487
antifragile_explorer,409,0.9,0.999363,0.934407,0.842726,0.82439,0.77,0.716,3,0.857704
antifragile_explorer,410,0.9,1.0,0.931533,0.841131,0.823051,0.77,0.716,3,0.856845
antifragile_explorer,411,0.9,1.0,0.930239,0.843303,0.825916,0.77,0.716,3,0.857418
antifragile_explorer,412,0.9,1.0,0.928579,0.835691,0.817114,0.77,0.716,3,0.854493
antifragile_explorer,413,0.9,1.0,0.934796,0.839101,0.819962,0.77,0.716,3,0.856613
antifragile_explorer,414,0.9,1.0,0.942569,0.84771,0.828738,0.77,0.716,3,0.860794
antifragile_explorer,415,0.9,1.0,0.935572,0.854251,0.837986,0.77,0.716,3,0.862061
antifragile_explorer,416,0.9,1.0,0.944342,0.868372,0.853178,0.77,0.716,3,0.86833
antifragile_explorer,417,0.9,1.0,0.936967,0.872432,0.859525,0.77,0.716,3,0.868667
antifragile_explorer,418,0.9,1.0,0.938353,0.877405,0.865216,0.77,0.716,3,0.870623
antifragile_explorer,419,0.9,1.0,0.92305,0.880605,0.872116,0.77,0.716,3,0.869484
antifragile_explorer,420,0.9,1.0,0.928734,0.89272,0.885517,0.77,0.716,3,0.87459
antifragile_explorer,421,0.9,1.0,0.933108,0.894503,0.886782,0.77,0.716,3,0.875865
antifragile_explorer,422,0.9,0.999478,0.927559,0.899446,0.893823,0.77,0.716,3,0.876679
antifragile_explorer,423,0.9,1.0,0.925376,0.904166,0.899923,0.77,0.716,3,0.878122
antifragile_explorer,424,0.9,0.994556,0.918903,0.911503,0.910022,0.77,0.716,3,0.878658
antifragile_explorer,425,0.9,1.0,0.929967,0.922705,0.921252,0.77,0.716,3,0.885327
antifragile_explorer,426,0.9,1.0,0.935571,0.928256,0.926793,0.77,0.716,3,0.888111
antifragile_explorer,427,0.9,0.984925,0.933867,0.934552,0.93373,0.77,0.716,3,0.886906
antifragile_explorer,428,0.9,0.998443,0.934742,0.936442,0.934402,0.77,0.716,3,0.890177
