agent,step,perturbation,memory,intent,correction,constraint,truth,coherence,gv_intelligence
constraint_weak_agent,78,0.0,0.958559,0.954562,0.963851,0.797135,0.961933,0.878373,0.924081
constraint_weak_agent,79,0.0,0.946436,0.942306,0.951567,0.785876,0.948851,0.866529,0.911894
constraint_weak_agent,80,0.189481,0.832888,0.837946,0.856999,0.634107,0.900602,0.743257,0.808822
constraint_weak_agent,81,0.0,0.86466,0.866812,0.887735,0.6558,0.92245,0.76887,0.835617
constraint_weak_agent,82,0.0,0.911673,0.911688,0.933412,0.696085,0.961095,0.811464,0.878782
constraint_weak_agent,83,0.0,0.905153,0.90393,0.925085,0.687554,0.947804,0.803003,0.869843
constraint_weak_agent,84,0.0,0.904541,0.902128,0.923011,0.684365,0.941088,0.800237,0.866903
constraint_weak_agent,85,0.0,0.920101,0.916621,0.937321,0.697366,0.951218,0.813723,0.88034
constraint_weak_agent,86,0.0,0.954335,0.950126,0.970263,0.730612,0.980848,0.846765,0.913018
constraint_weak_agent,87,0.0,0.941753,0.937377,0.956091,0.720358,0.964657,0.834773,0.899855
constraint_weak_agent,88,0.0,0.952828,0.948126,0.965973,0.732482,0.972351,0.845838,0.910167
constraint_weak_agent,89,0.0,0.986091,0.981255,0.998057,0.767827,1.0,0.87938,0.942474
constraint_weak_agent,90,0.0,0.963067,0.958578,0.973552,0.750016,0.975224,0.858643,0.92
constraint_weak_agent,91,0.0,0.948505,0.944002,0.958039,0.7383,0.958783,0.845177,0.905482
constraint_weak_agent,92,0.0,0.948639,0.943919,0.957559,0.739797,0.957045,0.845676,0.905368
constraint_weak_agent,93,0.0,0.947302,0.942391,0.955692,0.739794,0.954047,0.844724,0.90384
constraint_weak_agent,94,0.0,0.966131,0.961033,0.974084,0.759789,0.971383,0.863883,0.922496
constraint_weak_agent,95,0.0,0.974023,0.969022,0.981337,0.77062,0.978213,0.873056,0.930704
constraint_weak_agent,96,0.0,0.950672,0.945867,0.957326,0.750877,0.954028,0.851358,0.907878
constraint_weak_agent,97,0.0,0.964618,0.959661,0.971031,0.766082,0.966908,0.865755,0.921805
constraint_weak_agent,98,0.0,0.960413,0.955516,0.966424,0.764437,0.961952,0.862698,0.917938
constraint_weak_agent,99,0.0,0.984518,0.979615,0.990241,0.79062,0.98533,0.887718,0.942291
constraint_weak_agent,100,0.157765,0.890149,0.893466,0.911064,0.669029,0.945871,0.788078,0.857767
constraint_weak_agent,101,0.0,0.912107,0.913515,0.931632,0.687075,0.96005,0.807052,0.876646
constraint_weak_agent,102,0.0,0.934625,0.934645,0.952648,0.707907,0.975968,0.8278,0.896885
constraint_weak_agent,103,0.0,0.949584,0.948687,0.965998,0.723391,0.985381,0.842204,0.910331
constraint_weak_agent,104,0.0,0.930653,0.92915,0.945475,0.706405,0.961735,0.823527,0.890428
constraint_weak_agent,105,0.0,0.947461,0.945155,0.961179,0.723284,0.974091,0.839695,0.905969
constraint_weak_agent,106,0.0,0.938566,0.935783,0.951099,0.71607,0.961478,0.831058,0.896355
constraint_weak_agent,107,0.0,0.949836,0.946505,0.961474,0.728117,0.969322,0.842178,0.906811
constraint_weak_agent,108,0.0,0.934801,0.93114,0.945512,0.714918,0.951402,0.827597,0.89134
constraint_weak_agent,109,0.0,0.949711,0.945547,0.959835,0.730165,0.96354,0.842234,0.905544
constraint_weak_agent,110,0.0,0.943948,0.939547,0.953359,0.726161,0.955524,0.836982,0.899517
constraint_weak_agent,111,0.0,0.931771,0.927078,0.940649,0.715137,0.941266,0.825041,0.887005
constraint_weak_agent,112,0.0,0.951075,0.945953,0.959666,0.73439,0.958551,0.843993,0.905746
constraint_weak_agent,113,0.0,0.960864,0.955631,0.968937,0.745983,0.966818,0.854429,0.915494
constraint_weak_agent,114,0.0,0.956586,0.95139,0.964076,0.744394,0.961325,0.851288,0.911446
constraint_weak_agent,115,0.0,0.983824,0.978602,0.990873,0.77383,0.987424,0.879432,0.938839
constraint_weak_agent,116,0.0,0.979252,0.974389,0.985541,0.774005,0.982223,0.877117,0.935094
constraint_weak_agent,117,0.0,0.982348,0.977739,0.988047,0.781267,0.984696,0.882185,0.938905
constraint_weak_agent,118,0.0,0.988606,0.984266,0.993754,0.791862,0.990443,0.89052,0.94595
constraint_weak_agent,119,0.0,0.980747,0.976733,0.985334,0.788811,0.982219,0.884997,0.939019
constraint_weak_agent,120,0.084145,0.928891,0.929265,0.94152,0.724037,0.959379,0.831367,0.89271
constraint_weak_agent,121,0.0,0.931676,0.931013,0.943533,0.726141,0.957754,0.833155,0.894096
constraint_weak_agent,122,0.0,0.960725,0.959179,0.971878,0.754796,0.982926,0.861416,0.921959
constraint_weak_agent,123,0.0,0.950064,0.948142,0.960206,0.746544,0.969229,0.851472,0.910932
constraint_weak_agent,124,0.0,0.920165,0.917758,0.929585,0.717956,0.936484,0.821775,0.880502
constraint_weak_agent,125,0.0,0.954388,0.951134,0.963608,0.750581,0.967762,0.854739,0.913573
constraint_weak_agent,126,0.0,0.998375,0.994847,1.0,0.796303,1.0,0.897288,0.953932
constraint_weak_agent,127,0.0,0.992501,0.989345,0.993921,0.796335,0.993921,0.894365,0.949342
constraint_weak_agent,128,0.0,0.964393,0.961485,0.965719,0.773393,0.965549,0.868828,0.922344
constraint_weak_agent,129,0.0,0.964222,0.961142,0.965861,0.775534,0.96475,0.869752,0.922585
constraint_weak_agent,130,0.0,0.964437,0.961201,0.966348,0.777974,0.964405,0.871022,0.923201
constraint_weak_agent,131,0.0,0.966069,0.962697,0.96821,0.781786,0.965543,0.873692,0.925233
constraint_weak_agent,132,0.0,0.953643,0.950174,0.95596,0.771632,0.952701,0.862358,0.91324
constraint_weak_agent,133,0.0,0.968178,0.964448,0.970819,0.787176,0.966692,0.877333,0.927903
constraint_weak_agent,134,0.0,0.980055,0.976298,0.982772,0.801429,0.97829,0.890367,0.940256
constraint_weak_agent,135,0.0,0.960152,0.956536,0.962768,0.78497,0.958306,0.872182,0.9211
constraint_weak_agent,136,0.0,0.975661,0.971892,0.978468,0.801909,0.973463,0.888363,0.936862
constraint_weak_agent,137,0.0,1.0,1.0,1.0,0.838642,1.0,0.919321,0.964501
constraint_weak_agent,138,0.0,1.0,1.0,1.0,0.846062,1.0,0.923031,0.966134
constraint_weak_agent,139,0.0,0.99494,0.99494,0.99494,0.84562,0.99494,0.92028,0.96209
constraint_weak_agent,140,0.099155,0.950271,0.955158,0.960258,0.785114,0.984905,0.873136,0.923958
constraint_weak_agent,141,0.0,0.930577,0.93422,0.939861,0.7656,0.960635,0.852888,0.902998
constraint_weak_agent,142,0.0,0.94179,0.944054,0.950747,0.775098,0.96751,0.862631,0.912628
constraint_weak_agent,143,0.0,0.943268,0.944463,0.951785,0.775988,0.965292,0.863267,0.912935
constraint_weak_agent,144,0.0,0.978133,0.9784,0.986253,0.810426,0.996897,0.897423,0.946788
constraint_weak_agent,145,0.0,0.978276,0.978207,0.985565,0.813501,0.994632,0.898636,0.946852
constraint_weak_agent,146,0.0,1.0,1.0,1.0,0.844114,1.0,0.922057,0.965705
constraint_weak_agent,147,0.0,0.983444,0.983444,0.983444,0.832235,0.983444,0.907839,0.950178
constraint_weak_agent,148,0.0,0.994339,0.994107,0.994571,0.846076,0.994107,0.920178,0.961678
constraint_weak_agent,149,0.0,0.999843,0.999558,1.0,0.855485,0.999558,0.927612,0.968005
constraint_weak_agent,150,0.0,0.986827,0.986572,0.986964,0.846785,0.986572,0.916759,0.955946
constraint_weak_agent,151,0.0,0.991148,0.990737,0.99145,0.854042,0.990737,0.92253,0.960886
constraint_weak_agent,152,0.0,1.0,1.0,1.0,0.876609,1.0,0.938304,0.972854
constraint_weak_agent,153,0.0,0.995143,0.995143,0.995143,0.875454,0.995143,0.935298,0.968811
constraint_weak_agent,154,0.0,0.970376,0.970308,0.970444,0.853811,0.970308,0.912085,0.944719
constraint_weak_agent,155,0.0,0.973845,0.97337,0.974318,0.857933,0.97337,0.915828,0.948256
constraint_weak_agent,156,0.0,0.963604,0.962816,0.964377,0.848658,0.962816,0.906028,0.938167
constraint_weak_agent,157,0.0,0.963055,0.961845,0.964229,0.848064,0.961845,0.905397,0.937526
constraint_weak_agent,158,0.0,0.966486,0.964895,0.968013,0.851398,0.964895,0.908724,0.940859
constraint_weak_agent,159,0.0,0.945124,0.943242,0.946907,0.830271,0.943242,0.887435,0.919487
