scarcity,visibility,coupling,fragmentation,winner,competitive_score,antifragile_score,recursive_score,unification_score
0.4,0.7,0.7,1.0,antifragile,0.412629,1.438685,0.61084,0.641125
0.4,0.7,0.8,0.0,unification,-0.729064,0.354061,1.18265,1.661052
0.4,0.7,0.8,0.1,unification,-0.536854,0.543236,1.259294,1.480433
0.4,0.7,0.8,0.2,unification,-0.604004,0.582369,1.165243,1.337262
0.4,0.7,0.8,0.3,unification,-0.461323,0.63923,1.102828,1.356381
0.4,0.7,0.8,0.4,unification,-0.343758,0.783991,0.98776,1.238679
0.4,0.7,0.8,0.5,unification,-0.258239,0.862488,0.964976,1.209519
0.4,0.7,0.8,0.6,unification,-0.086309,0.953663,1.053406,1.109164
0.4,0.7,0.8,0.7,antifragile,0.006592,1.030813,0.865941,1.001706
0.4,0.7,0.8,0.8,antifragile,0.150381,1.059281,0.816801,0.894195
0.4,0.7,0.8,0.9,antifragile,0.190091,1.252163,0.854108,0.828885
0.4,0.7,0.8,1.0,antifragile,0.382509,1.315754,0.802705,0.699834
0.4,0.7,0.9,0.0,unification,-0.820769,0.363795,1.230073,1.717247
0.4,0.7,0.9,0.1,unification,-0.726891,0.469051,1.265906,1.603941
0.4,0.7,0.9,0.2,unification,-0.576818,0.576153,1.173771,1.497865
0.4,0.7,0.9,0.3,unification,-0.537408,0.571418,1.1804,1.529178
0.4,0.7,0.9,0.4,unification,-0.323923,0.685533,1.16934,1.389225
0.4,0.7,0.9,0.5,unification,-0.404797,0.81838,1.067816,1.360541
0.4,0.7,0.9,0.6,unification,-0.218548,0.958153,1.044646,1.14271
0.4,0.7,0.9,0.7,unification,-0.092609,1.101582,1.001331,1.175293
0.4,0.7,0.9,0.8,antifragile,0.087553,1.097587,0.905829,0.987409
0.4,0.7,0.9,0.9,antifragile,0.227583,1.222587,0.843309,1.001698
0.4,0.7,0.9,1.0,antifragile,0.175657,1.268694,0.894065,1.001021
0.4,0.7,1.0,0.0,unification,-0.8842,0.300881,1.376416,1.895985
0.4,0.7,1.0,0.1,unification,-0.743907,0.407618,1.324069,1.723498
0.4,0.7,1.0,0.2,unification,-0.671742,0.566299,1.198066,1.66016
0.4,0.7,1.0,0.3,unification,-0.655672,0.617545,1.193103,1.528993
0.4,0.7,1.0,0.4,unification,-0.428824,0.69672,1.212005,1.531584
0.4,0.7,1.0,0.5,unification,-0.326459,0.77907,1.155184,1.405397
0.4,0.7,1.0,0.6,unification,-0.210925,0.891593,1.120445,1.359545
0.4,0.7,1.0,0.7,unification,-0.063437,0.993714,1.081528,1.35215
0.4,0.7,1.0,0.8,antifragile,0.02149,1.144241,1.029966,1.140009
0.4,0.7,1.0,0.9,antifragile,-0.026708,1.228246,1.01885,0.994956
0.4,0.7,1.0,1.0,antifragile,0.235092,1.258132,0.964296,0.924352
0.4,0.8,0.0,0.0,antifragile,-0.07539,0.745089,0.637601,0.699088
0.4,0.8,0.0,0.1,antifragile,0.141323,0.754832,0.563928,0.670413
0.4,0.8,0.0,0.2,antifragile,0.069278,0.85559,0.616576,0.58026
0.4,0.8,0.0,0.3,antifragile,0.254207,1.014091,0.485392,0.452366
0.4,0.8,0.0,0.4,antifragile,0.336046,1.142311,0.501293,0.333608
0.4,0.8,0.0,0.5,antifragile,0.489477,1.111075,0.423979,0.237898
0.4,0.8,0.0,0.6,antifragile,0.517145,1.386329,0.326466,0.16904
0.4,0.8,0.0,0.7,antifragile,0.69552,1.3615,0.367778,0.196477
0.4,0.8,0.0,0.8,antifragile,0.812731,1.456566,0.313314,0.06653
0.4,0.8,0.0,0.9,antifragile,0.921749,1.576038,0.29803,-0.026921
0.4,0.8,0.0,1.0,antifragile,0.995389,1.639738,0.27713,-0.11541
0.4,0.8,0.1,0.0,unification,-0.294049,0.643708,0.700966,0.834943
0.4,0.8,0.1,0.1,antifragile,-0.019803,0.940116,0.562059,0.77522
0.4,0.8,0.1,0.2,antifragile,0.033479,0.865976,0.672147,0.682489
0.4,0.8,0.1,0.3,antifragile,0.121928,0.971462,0.632828,0.613074
0.4,0.8,0.1,0.4,antifragile,0.259432,1.035828,0.705957,0.522976
0.4,0.8,0.1,0.5,antifragile,0.398123,1.13461,0.534479,0.42908
0.4,0.8,0.1,0.6,antifragile,0.374403,1.219167,0.448243,0.304977
0.4,0.8,0.1,0.7,antifragile,0.526508,1.352193,0.514868,0.256524
0.4,0.8,0.1,0.8,antifragile,0.630936,1.393455,0.386147,0.09422
0.4,0.8,0.1,0.9,antifragile,0.815223,1.607655,0.336205,0.083807
0.4,0.8,0.1,1.0,antifragile,0.888552,1.603519,0.334479,-0.038165
0.4,0.8,0.2,0.0,unification,-0.32042,0.569035,0.813229,1.02335
0.4,0.8,0.2,0.1,unification,-0.134635,0.8196,0.736274,0.92754
0.4,0.8,0.2,0.2,antifragile,-0.115132,0.875463,0.812209,0.824919
0.4,0.8,0.2,0.3,antifragile,0.133091,0.905063,0.683288,0.669216
0.4,0.8,0.2,0.4,antifragile,0.161739,1.043484,0.651302,0.606293
0.4,0.8,0.2,0.5,antifragile,0.245464,1.142259,0.602036,0.48741
0.4,0.8,0.2,0.6,antifragile,0.285136,1.190226,0.500887,0.418222
0.4,0.8,0.2,0.7,antifragile,0.468835,1.307695,0.4967,0.48456
0.4,0.8,0.2,0.8,antifragile,0.536945,1.470461,0.481872,0.257124
0.4,0.8,0.2,0.9,antifragile,0.739379,1.482356,0.409652,0.29449
0.4,0.8,0.2,1.0,antifragile,0.710277,1.587756,0.419504,0.190401
0.4,0.8,0.3,0.0,unification,-0.389922,0.748051,0.932956,0.976635
0.4,0.8,0.3,0.1,unification,-0.332684,0.721847,0.797807,1.037392
0.4,0.8,0.3,0.2,unification,-0.172686,0.745199,0.766771,0.967596
0.4,0.8,0.3,0.3,antifragile,-0.141148,0.952264,0.828727,0.82343
0.4,0.8,0.3,0.4,antifragile,-0.000222,1.022793,0.710682,0.679244
0.4,0.8,0.3,0.5,antifragile,0.275457,1.045779,0.621392,0.684253
0.4,0.8,0.3,0.6,antifragile,0.286608,1.259309,0.635974,0.566502
0.4,0.8,0.3,0.7,antifragile,0.416761,1.289976,0.626502,0.513598
0.4,0.8,0.3,0.8,antifragile,0.518231,1.354176,0.616634,0.397005
0.4,0.8,0.3,0.9,antifragile,0.660218,1.539388,0.501123,0.450224
0.4,0.8,0.3,1.0,antifragile,0.694369,1.529731,0.522,0.267078
0.4,0.8,0.4,0.0,unification,-0.456409,0.620913,0.992632,1.323287
0.4,0.8,0.4,0.1,unification,-0.352661,0.632275,0.912415,1.158566
0.4,0.8,0.4,0.2,unification,-0.215702,0.780324,0.857525,1.105432
0.4,0.8,0.4,0.3,unification,-0.03315,0.866461,0.95053,1.008313
0.4,0.8,0.4,0.4,antifragile,0.090934,0.983632,0.82683,0.92212
0.4,0.8,0.4,0.5,antifragile,0.068321,1.075356,0.846536,0.835976
0.4,0.8,0.4,0.6,antifragile,0.198452,1.160021,0.777884,0.746222
0.4,0.8,0.4,0.7,antifragile,0.347503,1.261972,0.658773,0.591742
0.4,0.8,0.4,0.8,antifragile,0.443058,1.381573,0.695097,0.506239
0.4,0.8,0.4,0.9,antifragile,0.522442,1.376286,0.550429,0.459074
0.4,0.8,0.4,1.0,antifragile,0.707908,1.53499,0.675407,0.361795
0.4,0.8,0.5,0.0,unification,-0.548439,0.49545,1.047638,1.285503
0.4,0.8,0.5,0.1,unification,-0.517267,0.581353,1.029264,1.223165
0.4,0.8,0.5,0.2,unification,-0.354994,0.755494,0.90756,1.179052
0.4,0.8,0.5,0.3,unification,-0.177596,0.876728,0.970828,1.087391
0.4,0.8,0.5,0.4,unification,-0.141187,0.920882,0.987673,1.018653
0.4,0.8,0.5,0.5,antifragile,-0.005344,1.048185,0.867486,0.93129
0.4,0.8,0.5,0.6,antifragile,0.097664,1.094253,0.8748,0.737483
0.4,0.8,0.5,0.7,antifragile,0.24393,1.186162,0.689739,0.70127
0.4,0.8,0.5,0.8,antifragile,0.328198,1.310074,0.782,0.705401
0.4,0.8,0.5,0.9,antifragile,0.362664,1.418875,0.741427,0.590946
0.4,0.8,0.5,1.0,antifragile,0.575122,1.398374,0.615489,0.563302
0.4,0.8,0.6,0.0,unification,-0.653985,0.621155,1.086079,1.548189
0.4,0.8,0.6,0.1,unification,-0.560535,0.648122,1.095231,1.390784
0.4,0.8,0.6,0.2,unification,-0.390223,0.669332,1.110055,1.286706
0.4,0.8,0.6,0.3,unification,-0.301098,0.662741,1.013133,1.278177
0.4,0.8,0.6,0.4,unification,-0.165266,0.934327,0.992666,1.213814
0.4,0.8,0.6,0.5,unification,-0.075578,0.951995,0.992757,1.09113
0.4,0.8,0.6,0.6,antifragile,0.05148,1.059853,0.924074,1.029666
0.4,0.8,0.6,0.7,antifragile,0.153877,1.101112,0.838562,0.841237
0.4,0.8,0.6,0.8,antifragile,0.202284,1.164436,0.924529,0.746186
0.4,0.8,0.6,0.9,antifragile,0.309803,1.267915,0.833321,0.700457
0.4,0.8,0.6,1.0,antifragile,0.442454,1.4451,0.77939,0.595999
0.4,0.8,0.7,0.0,unification,-0.829445,0.410423,1.167826,1.608766
0.4,0.8,0.7,0.1,unification,-0.573499,0.64329,1.113255,1.541014
0.4,0.8,0.7,0.2,unification,-0.540754,0.811173,1.224178,1.510095
0.4,0.8,0.7,0.3,unification,-0.359878,0.779094,1.094871,1.310034
0.4,0.8,0.7,0.4,unification,-0.330005,0.885879,1.15302,1.23716
0.4,0.8,0.7,0.5,unification,-0.216117,0.875825,1.047235,1.231463
0.4,0.8,0.7,0.6,antifragile,-0.006034,1.113922,1.01577,1.089509
0.4,0.8,0.7,0.7,unification,0.104113,1.084497,0.932958,1.085542
0.4,0.8,0.7,0.8,antifragile,0.09627,1.233277,0.946567,0.919135
0.4,0.8,0.7,0.9,antifragile,0.317471,1.406284,0.898983,0.899503
0.4,0.8,0.7,1.0,antifragile,0.323566,1.417123,0.95526,0.842147
0.4,0.8,0.8,0.0,unification,-0.883847,0.439362,1.326804,1.740826
0.4,0.8,0.8,0.1,unification,-0.646298,0.626958,1.281871,1.691099
0.4,0.8,0.8,0.2,unification,-0.56759,0.628943,1.155092,1.600924
0.4,0.8,0.8,0.3,unification,-0.45974,0.744479,1.150937,1.562957
0.4,0.8,0.8,0.4,unification,-0.372376,0.762931,1.094884,1.413874
0.4,0.8,0.8,0.5,unification,-0.234638,0.891849,1.143131,1.32838
0.4,0.8,0.8,0.6,unification,-0.153004,0.974933,1.128068,1.251882
0.4,0.8,0.8,0.7,unification,-0.021616,1.063313,0.973448,1.128826
0.4,0.8,0.8,0.8,antifragile,0.106479,1.252019,1.029219,1.017477
0.4,0.8,0.8,0.9,antifragile,0.12979,1.294157,0.959631,1.010365
0.4,0.8,0.8,1.0,antifragile,0.256014,1.370168,1.02275,0.947561
0.4,0.8,0.9,0.0,unification,-0.954139,0.478438,1.348906,1.823297
0.4,0.8,0.9,0.1,unification,-0.816012,0.49612,1.395988,1.765324
0.4,0.8,0.9,0.2,unification,-0.659264,0.574908,1.343711,1.678948
0.4,0.8,0.9,0.3,unification,-0.649417,0.714151,1.289803,1.554305
0.4,0.8,0.9,0.4,unification,-0.491242,0.764984,1.232754,1.592948
0.4,0.8,0.9,0.5,unification,-0.255487,0.743698,1.229409,1.467748
0.4,0.8,0.9,0.6,unification,-0.260804,1.021405,1.247708,1.266408
0.4,0.8,0.9,0.7,unification,-0.133312,1.167837,1.063112,1.244238
0.4,0.8,0.9,0.8,antifragile,-0.05242,1.217595,1.144562,1.173116
0.4,0.8,0.9,0.9,antifragile,0.08161,1.174043,1.11615,1.062342
0.4,0.8,0.9,1.0,antifragile,0.182884,1.40358,1.01488,1.045192
0.4,0.8,1.0,0.0,unification,-0.969829,0.380189,1.505522,1.913861
0.4,0.8,1.0,0.1,unification,-0.897449,0.519202,1.405068,1.849236
0.4,0.8,1.0,0.2,unification,-0.823981,0.567669,1.480126,1.827358
0.4,0.8,1.0,0.3,unification,-0.778848,0.687431,1.347895,1.740469
0.4,0.8,1.0,0.4,unification,-0.567475,0.706977,1.326426,1.607926
0.4,0.8,1.0,0.5,unification,-0.434614,0.8007,1.233762,1.581604
0.4,0.8,1.0,0.6,unification,-0.284558,0.969003,1.217561,1.422997
0.4,0.8,1.0,0.7,unification,-0.264124,1.07952,1.168748,1.419202
0.4,0.8,1.0,0.8,unification,-0.088155,1.191886,1.223158,1.317133
0.4,0.8,1.0,0.9,antifragile,-0.083434,1.255506,1.135774,1.186337
0.4,0.8,1.0,1.0,antifragile,0.168111,1.312433,1.063528,1.176203
0.4,0.9,0.0,0.0,unification,-0.195255,0.736025,0.698642,0.798991
0.4,0.9,0.0,0.1,antifragile,-0.101719,0.891052,0.664046,0.662108
0.4,0.9,0.0,0.2,antifragile,0.060161,0.923302,0.674187,0.734121
0.4,0.9,0.0,0.3,antifragile,0.158577,1.125481,0.631593,0.635348
0.4,0.9,0.0,0.4,antifragile,0.237629,1.150385,0.548352,0.45929
0.4,0.9,0.0,0.5,antifragile,0.363767,1.173573,0.562968,0.399862
0.4,0.9,0.0,0.6,antifragile,0.496729,1.26934,0.550087,0.414881
0.4,0.9,0.0,0.7,antifragile,0.669327,1.525195,0.477122,0.227384
0.4,0.9,0.0,0.8,antifragile,0.729379,1.513089,0.347978,0.200965
0.4,0.9,0.0,0.9,antifragile,0.80328,1.546632,0.369586,0.064417
0.4,0.9,0.0,1.0,antifragile,0.925592,1.716192,0.423451,-0.074427
0.4,0.9,0.1,0.0,unification,-0.272607,0.686052,0.902808,0.936927
0.4,0.9,0.1,0.1,unification,-0.172191,0.877485,0.866239,0.953631
0.4,0.9,0.1,0.2,antifragile,-0.127156,0.944146,0.773506,0.792439
0.4,0.9,0.1,0.3,antifragile,0.068328,1.079289,0.771929,0.754846
0.4,0.9,0.1,0.4,antifragile,0.185346,1.22353,0.659969,0.544202
0.4,0.9,0.1,0.5,antifragile,0.271738,1.207887,0.705159,0.514451
0.4,0.9,0.1,0.6,antifragile,0.419562,1.226138,0.654071,0.458416
0.4,0.9,0.1,0.7,antifragile,0.490972,1.501583,0.613495,0.318008
0.4,0.9,0.1,0.8,antifragile,0.60953,1.626816,0.618941,0.331148
0.4,0.9,0.1,0.9,antifragile,0.632648,1.651608,0.448241,0.266176
0.4,0.9,0.1,1.0,antifragile,0.798867,1.704441,0.407986,0.096836
0.4,0.9,0.2,0.0,recursive,-0.32389,0.629055,1.043621,1.038639
0.4,0.9,0.2,0.1,unification,-0.299158,0.821257,0.949597,0.988815
0.4,0.9,0.2,0.2,unification,-0.188573,0.838881,0.793499,0.935409
0.4,0.9,0.2,0.3,antifragile,-0.028499,1.001292,0.823243,0.876216
0.4,0.9,0.2,0.4,antifragile,0.064503,1.03809,0.772815,0.74725
0.4,0.9,0.2,0.5,antifragile,0.207648,1.134414,0.757111,0.606081
0.4,0.9,0.2,0.6,antifragile,0.282981,1.321452,0.628434,0.632512
0.4,0.9,0.2,0.7,antifragile,0.344545,1.280739,0.570307,0.50084
0.4,0.9,0.2,0.8,antifragile,0.56148,1.51963,0.665644,0.453135
0.4,0.9,0.2,0.9,antifragile,0.593411,1.507975,0.60439,0.396065
0.4,0.9,0.2,1.0,antifragile,0.693443,1.7097,0.428983,0.259496
0.4,0.9,0.3,0.0,unification,-0.45019,0.649791,1.011564,1.172313
0.4,0.9,0.3,0.1,unification,-0.312696,0.758033,1.016766,1.20952
0.4,0.9,0.3,0.2,unification,-0.218654,0.809064,0.873105,1.129913
0.4,0.9,0.3,0.3,unification,-0.036481,0.989369,0.892993,1.000758
0.4,0.9,0.3,0.4,antifragile,0.060223,1.009102,0.85149,0.819688
0.4,0.9,0.3,0.5,antifragile,0.098547,1.212214,0.863927,0.79675
0.4,0.9,0.3,0.6,antifragile,0.080338,1.19721,0.77512,0.694204
0.4,0.9,0.3,0.7,antifragile,0.326639,1.337129,0.703316,0.619623
0.4,0.9,0.3,0.8,antifragile,0.427528,1.38484,0.782317,0.511177
0.4,0.9,0.3,0.9,antifragile,0.43229,1.604163,0.607686,0.494995
0.4,0.9,0.3,1.0,antifragile,0.620956,1.638464,0.607593,0.415017
0.4,0.9,0.4,0.0,unification,-0.545685,0.592234,1.107851,1.320875
0.4,0.9,0.4,0.1,recursive,-0.521459,0.689925,1.198438,1.163931
0.4,0.9,0.4,0.2,unification,-0.302948,0.802855,1.106821,1.114448
0.4,0.9,0.4,0.3,unification,-0.199935,0.94431,0.966035,1.046622
0.4,0.9,0.4,0.4,unification,-0.09611,0.989525,0.919385,1.046536
0.4,0.9,0.4,0.5,antifragile,0.035147,1.127588,0.911515,0.962994
0.4,0.9,0.4,0.6,antifragile,0.190213,1.180664,0.895973,0.765191
0.4,0.9,0.4,0.7,antifragile,0.122347,1.38132,0.798332,0.757624
0.4,0.9,0.4,0.8,antifragile,0.283739,1.321433,0.739353,0.692145
0.4,0.9,0.4,0.9,antifragile,0.429173,1.46321,0.697774,0.633289
0.4,0.9,0.4,1.0,antifragile,0.608427,1.550793,0.729206,0.477738
0.4,0.9,0.5,0.0,unification,-0.641877,0.587514,1.212162,1.42039
0.4,0.9,0.5,0.1,unification,-0.48988,0.809891,1.149156,1.381786
0.4,0.9,0.5,0.2,unification,-0.409208,0.803911,1.01948,1.380054
0.4,0.9,0.5,0.3,unification,-0.245941,0.842774,1.061577,1.182133
0.4,0.9,0.5,0.4,unification,-0.170038,0.973068,1.031432,1.073584
0.4,0.9,0.5,0.5,antifragile,-0.099077,1.122303,0.95331,0.907825
0.4,0.9,0.5,0.6,antifragile,0.027468,1.280575,0.982444,0.925793
0.4,0.9,0.5,0.7,antifragile,0.14247,1.288993,0.812187,0.827197
0.4,0.9,0.5,0.8,antifragile,0.274917,1.429724,0.838034,0.863351
0.4,0.9,0.5,0.9,antifragile,0.327284,1.275724,0.857191,0.72702
0.4,0.9,0.5,1.0,antifragile,0.511809,1.574855,0.789588,0.602059
0.4,0.9,0.6,0.0,unification,-0.726034,0.53198,1.24498,1.499448
0.4,0.9,0.6,0.1,unification,-0.665715,0.641829,1.112957,1.404608
0.4,0.9,0.6,0.2,unification,-0.511714,0.738583,1.169332,1.301005
0.4,0.9,0.6,0.3,unification,-0.30738,0.768188,1.104092,1.271912
0.4,0.9,0.6,0.4,unification,-0.210048,0.956071,1.081338,1.222817
0.4,0.9,0.6,0.5,unification,-0.15602,0.967672,1.084037,1.137568
0.4,0.9,0.6,0.6,antifragile,-0.029018,1.149286,0.995319,0.977364
0.4,0.9,0.6,0.7,antifragile,0.042659,1.147526,0.988932,0.982171
0.4,0.9,0.6,0.8,antifragile,0.1356,1.250222,1.004339,0.887316
0.4,0.9,0.6,0.9,antifragile,0.392668,1.411746,0.922579,0.826961
0.4,0.9,0.6,1.0,antifragile,0.402079,1.559634,0.920211,0.65167
0.4,0.9,0.7,0.0,unification,-0.762225,0.544857,1.351795,1.800628
0.4,0.9,0.7,0.1,unification,-0.607362,0.66023,1.282823,1.570376
0.4,0.9,0.7,0.2,unification,-0.54728,0.777977,1.168567,1.599315
0.4,0.9,0.7,0.3,unification,-0.487743,0.71455,1.25347,1.505469
0.4,0.9,0.7,0.4,unification,-0.382567,0.847132,1.275605,1.341568
0.4,0.9,0.7,0.5,unification,-0.197026,0.919347,1.1708,1.309375
0.4,0.9,0.7,0.6,unification,-0.101329,1.164649,1.069319,1.231039
0.4,0.9,0.7,0.7,unification,-0.103328,1.116104,1.041083,1.140466
0.4,0.9,0.7,0.8,antifragile,0.158843,1.372947,1.012255,1.050277
0.4,0.9,0.7,0.9,antifragile,0.23215,1.413269,0.981527,0.953805
0.4,0.9,0.7,1.0,antifragile,0.289491,1.459581,0.932929,0.859017
0.4,0.9,0.8,0.0,unification,-0.915291,0.428229,1.478129,1.865813
0.4,0.9,0.8,0.1,unification,-0.69117,0.598476,1.374152,1.723678
0.4,0.9,0.8,0.2,unification,-0.672632,0.702644,1.342764,1.596487
0.4,0.9,0.8,0.3,unification,-0.601951,0.770901,1.352014,1.510709
0.4,0.9,0.8,0.4,unification,-0.441746,0.876056,1.252421,1.470654
0.4,0.9,0.8,0.5,unification,-0.381816,0.96704,1.291341,1.474889
0.4,0.9,0.8,0.6,unification,-0.291199,1.045651,1.085325,1.335459
0.4,0.9,0.8,0.7,antifragile,-0.095118,1.228548,1.065677,1.190597
0.4,0.9,0.8,0.8,unification,-0.007793,1.164081,1.123611,1.19115
0.4,0.9,0.8,0.9,antifragile,0.030936,1.346629,1.014389,1.143771
0.4,0.9,0.8,1.0,antifragile,0.215332,1.402997,0.973093,1.009457
0.4,0.9,0.9,0.0,unification,-0.917103,0.411425,1.498018,1.927393
0.4,0.9,0.9,0.1,unification,-0.797225,0.449568,1.54428,1.86114
0.4,0.9,0.9,0.2,unification,-0.768581,0.622968,1.45198,1.75851
0.4,0.9,0.9,0.3,unification,-0.602081,0.78995,1.35083,1.743373
0.4,0.9,0.9,0.4,unification,-0.562825,0.832582,1.436258,1.591298
0.4,0.9,0.9,0.5,unification,-0.388673,0.947856,1.310299,1.55837
0.4,0.9,0.9,0.6,unification,-0.312579,0.962082,1.249664,1.402737
0.4,0.9,0.9,0.7,unification,-0.228831,1.182252,1.269051,1.298371
0.4,0.9,0.9,0.8,unification,-0.118668,1.221681,1.237204,1.252462
0.4,0.9,0.9,0.9,antifragile,-0.056872,1.302183,1.188451,1.211742
0.4,0.9,0.9,1.0,antifragile,0.070766,1.487731,1.115059,1.124686
0.4,0.9,1.0,0.0,unification,-1.108098,0.470325,1.633592,2.105733
0.4,0.9,1.0,0.1,unification,-1.022583,0.564702,1.602845,2.055747
0.4,0.9,1.0,0.2,unification,-0.853149,0.601257,1.515895,2.03395
0.4,0.9,1.0,0.3,unification,-0.772122,0.640688,1.466337,1.808344
0.4,0.9,1.0,0.4,unification,-0.572008,0.7272,1.416935,1.759526
0.4,0.9,1.0,0.5,unification,-0.461585,0.925657,1.485951,1.68229
0.4,0.9,1.0,0.6,unification,-0.425181,1.027778,1.296642,1.494506
0.4,0.9,1.0,0.7,unification,-0.256187,1.090528,1.3732,1.452381
0.4,0.9,1.0,0.8,unification,-0.130761,1.208518,1.283444,1.420367
0.4,0.9,1.0,0.9,unification,-0.067654,1.227163,1.225749,1.341556
0.4,0.9,1.0,1.0,antifragile,0.003743,1.291529,1.219744,1.281802
0.4,1.0,0.0,0.0,unification,-0.196573,0.836616,0.910915,1.009375
0.4,1.0,0.0,0.1,recursive,-0.136017,0.799054,0.887989,0.830334
0.4,1.0,0.0,0.2,antifragile,-0.086544,0.94483,0.914229,0.812027
0.4,1.0,0.0,0.3,antifragile,0.027919,1.060829,0.749964,0.73212
0.4,1.0,0.0,0.4,antifragile,0.203965,1.14357,0.725857,0.589441
0.4,1.0,0.0,0.5,antifragile,0.352346,1.287815,0.632033,0.569448
0.4,1.0,0.0,0.6,antifragile,0.429162,1.356257,0.666505,0.481456
0.4,1.0,0.0,0.7,antifragile,0.580091,1.510507,0.579303,0.280474
0.4,1.0,0.0,0.8,antifragile,0.639332,1.58709,0.55256,0.129456
0.4,1.0,0.0,0.9,antifragile,0.773941,1.619397,0.544286,0.280034
0.4,1.0,0.0,1.0,antifragile,0.83736,1.781924,0.471639,0.136279
0.4,1.0,0.1,0.0,unification,-0.334828,0.749151,0.909753,1.164523
0.4,1.0,0.1,0.1,unification,-0.208072,0.911526,0.934953,1.048788
0.4,1.0,0.1,0.2,unification,-0.164798,0.969159,0.900274,0.979633
0.4,1.0,0.1,0.3,antifragile,0.123654,1.080376,0.801945,0.770218
0.4,1.0,0.1,0.4,antifragile,0.054759,1.116294,0.649946,0.711217
0.4,1.0,0.1,0.5,antifragile,0.245837,1.25377,0.742069,0.578902
0.4,1.0,0.1,0.6,antifragile,0.37252,1.370591,0.714353,0.464874
0.4,1.0,0.1,0.7,antifragile,0.405461,1.461686,0.673572,0.499597
0.4,1.0,0.1,0.8,antifragile,0.574272,1.542737,0.667484,0.362823
0.4,1.0,0.1,0.9,antifragile,0.588861,1.653868,0.62912,0.345949
0.4,1.0,0.1,1.0,antifragile,0.766579,1.708798,0.565549,0.253965
0.4,1.0,0.2,0.0,unification,-0.408035,0.870357,0.99396,1.3713
0.4,1.0,0.2,0.1,unification,-0.382841,0.854283,0.940258,1.140312
0.4,1.0,0.2,0.2,unification,-0.160894,0.931629,1.008654,1.018816
0.4,1.0,0.2,0.3,antifragile,-0.202493,1.056335,0.921532,0.931019
0.4,1.0,0.2,0.4,antifragile,-0.010528,1.140329,0.839273,0.888762
0.4,1.0,0.2,0.5,antifragile,0.179432,1.318004,0.910226,0.793087
0.4,1.0,0.2,0.6,antifragile,0.242883,1.289988,0.776718,0.743602
0.4,1.0,0.2,0.7,antifragile,0.324624,1.423305,0.711875,0.683516
0.4,1.0,0.2,0.8,antifragile,0.433877,1.554399,0.684809,0.492164
0.4,1.0,0.2,0.9,antifragile,0.626402,1.5637,0.601605,0.393003
0.4,1.0,0.2,1.0,antifragile,0.712835,1.728031,0.601875,0.328414
0.4,1.0,0.3,0.0,unification,-0.486349,0.770796,1.12156,1.362712
0.4,1.0,0.3,0.1,unification,-0.366328,0.90765,1.027214,1.216564
0.4,1.0,0.3,0.2,unification,-0.325324,0.936376,1.032404,1.180612
0.4,1.0,0.3,0.3,unification,-0.183908,0.990087,1.01037,1.131495
0.4,1.0,0.3,0.4,antifragile,-0.128529,1.077577,0.904236,1.006328
0.4,1.0,0.3,0.5,antifragile,0.020224,1.233462,0.924759,0.887808
0.4,1.0,0.3,0.6,antifragile,0.127664,1.361171,0.806496,0.793624
0.4,1.0,0.3,0.7,antifragile,0.2518,1.338179,0.869534,0.737176
0.4,1.0,0.3,0.8,antifragile,0.372799,1.470891,0.799848,0.590459
0.4,1.0,0.3,0.9,antifragile,0.478805,1.47183,0.731402,0.59446
0.4,1.0,0.3,1.0,antifragile,0.639484,1.772471,0.703587,0.441744
0.4,1.0,0.4,0.0,unification,-0.583886,0.763498,1.286637,1.408246
0.4,1.0,0.4,0.1,unification,-0.507025,0.807518,1.215986,1.404593
0.4,1.0,0.4,0.2,unification,-0.412437,0.889148,1.176468,1.243399
0.4,1.0,0.4,0.3,unification,-0.213488,1.004598,1.052902,1.251245
0.4,1.0,0.4,0.4,recursive,-0.129344,1.092558,1.128799,1.119477
0.4,1.0,0.4,0.5,unification,-0.043424,1.013064,1.065791,1.085979
0.4,1.0,0.4,0.6,antifragile,0.117802,1.193166,1.018102,1.000937
0.4,1.0,0.4,0.7,antifragile,0.127454,1.387798,0.953152,0.780099
0.4,1.0,0.4,0.8,antifragile,0.299224,1.39164,0.806203,0.798328
0.4,1.0,0.4,0.9,antifragile,0.376733,1.595191,0.859086,0.733926
0.4,1.0,0.4,1.0,antifragile,0.51544,1.671048,0.76568,0.619927
0.4,1.0,0.5,0.0,unification,-0.707037,0.667684,1.307791,1.554298
0.4,1.0,0.5,0.1,unification,-0.606897,0.812425,1.170282,1.535468
0.4,1.0,0.5,0.2,unification,-0.417928,0.853942,1.31355,1.461926
0.4,1.0,0.5,0.3,unification,-0.350794,0.896664,1.195133,1.364084
0.4,1.0,0.5,0.4,unification,-0.259825,0.977859,1.074789,1.25427
0.4,1.0,0.5,0.5,unification,-0.224016,1.086423,0.973413,1.201651
0.4,1.0,0.5,0.6,antifragile,0.017702,1.208947,1.146573,1.142369
0.4,1.0,0.5,0.7,antifragile,0.093989,1.294339,0.99753,1.018125
0.4,1.0,0.5,0.8,antifragile,0.172939,1.422412,1.006123,0.893521
0.4,1.0,0.5,0.9,antifragile,0.344789,1.478572,0.936067,0.771124
0.4,1.0,0.5,1.0,antifragile,0.386469,1.69291,0.849981,0.756886
0.4,1.0,0.6,0.0,unification,-0.812725,0.489305,1.407949,1.682194
